,user_name,Date,Stars,elite,Updated,Text,Cool,Funny,Useful,check_ins,Photos,prev_text,prev_stars,prev_date,prev_useful,prev_funny,prev_cool,user_friends,user_link,user_location,user_photos,user_reviews,compound sentiment,negative sentiment,neutral sentiment,positive sentiment
53,Diana C.,11/27/2017,3,1,0,"Visiting Chicago for the weekend and found this cute spot to duck in and grab a little snack. Service is friendly and their trays are super cute! I think it would be a nice spot to grab a drink and a dessert, but not sure about having a full meal here.I ordered a quiche and a macaron.  The macaron was pretty delicious (mango flavored) and was not too sweet or too soft.  The quiche was a little less than what I was expecting. The flavor was good, but the crust needed help.  It was a little too thin and didn't support the filling. I suspect that it sitting out and being reheated doesn't help. I really wanted to love this place, as the atmosphere is cozy, but I couldn't.  Maybe I just ordered the wrong thing?",0,0,0,1,[],,,,,,,170,https://www.yelp.com/user_details?userid=8rph_A-q3xw-jLl4Q3w4Xg,"Seattle, WA",380,826,0.9727,0.098,0.664,0.238
54,Alexandra P.,11/13/2017,4,0,0,"Coffee and chocolate are fantastic! Pastries are wonderful. Macarons are great, and if you check in from this place for the 1st Time you get one for free ;)Don't forget to buy some madeleines for home.",0,0,0,1,[],,,,,,,7,https://www.yelp.com/user_details?userid=wDR6YEZzHUfrjWrmT-VPMw,"Itasca, IL",0,4,0.949,0.0,0.65,0.35
55,Christina B.,11/11/2017,5,1,0,"This place is a gem. I was walking through old town and just had to go in when I saw this adorable shop.  I love the chalk board menu and beautiful display of desserts and breads. I decided to order a couple of macaroons since I've never tried them before - I got the pistachio and earl grey ones, they were amazing!!",1,0,7,0,['https://s3-media2.fl.yelpcdn.com/bphoto/D3yUbplsYZIL-4nNH__t3g/348s.jpg'],,,,,,,123,https://www.yelp.com/user_details?userid=Wvtg-LyvaKHvL_HYOOwHsw,"Evanston, IL",597,202,0.9548,0.0,0.738,0.262
56,Patrice T.,10/28/2017,5,0,0,Dynamic bread.... their sour dough is to die for...Coffee is fantastic. Cappuccino is wonderful...Pastries are great,0,0,0,0,[],,,,,,,16,https://www.yelp.com/user_details?userid=Mhm_IrSxr_AevYN6OCy0EA,"New York, NY",0,13,0.7506,0.149,0.458,0.393
57,Tiffany N.,10/24/2017,3,0,0,"These are your perfectly average set of macarons, but far from outstanding. The first three macarons were decent in texture, however the last two of the macarons were missing that fluffy, airy, and lightly crisp exterior, weightless interior/softly smooth luxuriousness I crave, resulting in an sticky, overly-chewy sensation in each bite. Flavor wise, I did enjoy the Nutella and caramel macarons, it is accurate in one-dimensional flavor description, however it was not addicting nor something to rave about compared my favorites Laduree or Lolly & Pops. An easy pass for me, I am left despondent as I think this cafe has potential. I hope they will continue to improve and expand their flavor collection.",13,13,12,1,['https://s3-media3.fl.yelpcdn.com/bphoto/wwEh-BkaYdDedXlb5KJrEQ/348s.jpg'],,,,,,,193,https://www.yelp.com/user_details?userid=xvr3-SyZpb-4DGIl10s63w,"Linwood, NJ",184,54,0.9831,0.05,0.699,0.251
58,Evan R.,10/23/2017,5,1,0,"In the mood for a great Croque Monsieur?  If so, La Fournette is the place to go. We visited during a walking food tour, and it was easily my favorite stop.  The authentic French cafe vibe is present from the moment you enter.  There's an impressive selection of soups, sandwiches and pastries to meet everyone's needs. The breads are the highlight.Chef Pierre Zimmerman has put together something truly special. Check it out!",0,0,1,0,"['https://s3-media2.fl.yelpcdn.com/bphoto/8c9PlzIdeiXKwF8TDM4JFA/348s.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/YEODtt2ras1z1COeSmkKwQ/168s.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/k970TqL76fH_Yw5UJ0H5PA/168s.jpg']",,,,,,,317,https://www.yelp.com/user_details?userid=6NBJprU8lxCbiR8Y0wp-Vw,"Baton Rouge, LA",53,82,0.9476,0.026,0.751,0.223
59,Katherine E.,10/22/2017,4,0,0,"This place was pretty great. The food and coffee were excellent, and the macarons were my favorite. The menu had a lot of selection and there were a lot of pastries to choose from. We sat on the outside patio, which is beautiful on a nice day. The only downside was standing to wait for our meal to be ready for about 15 minutes, partly because they had to brew a new pot of coffee and it seemed to take forever. The restaurant setup requires you to stand while waiting and then bring your food out to your table, and this can be difficult when you have to carry your tray through the door and down the steps outside. I think it would make more sense to have table numbers and a table runner system instead.",0,0,0,1,[],,,,,,,79,https://www.yelp.com/user_details?userid=Yb1ckg4nTcEIodpPfoVQeg,"Chicago, IL",14,23,0.9623,0.03,0.814,0.156
60,Kyle G.,10/17/2017,5,0,0,"An unexpected French oasis in old town Chicago. We went for breakfast before flying out after a wedding, and ended up picking up lunch to go as well.",0,0,0,1,[],,,,,,,0,https://www.yelp.com/user_details?userid=Gbr_RyQwvv-0-Bl2sWVRMQ,"Alexandria, VA",18,47,0.2732,0.0,0.925,0.075
61,Asja D.,10/16/2017,5,1,0,"I've been dying to come to this cafe for weeks now but I just haven't had a chance. I was on my way to the Yelp Elite Cocktail Competition and while I waited for my friend to pick me up, I stopped by here. Oh my goodness- I thought I had seen the best cafes in Chicago- I was wrong! This beautiful French cafe is absolutely beautiful from the outside and in. I arrived really late, around 6:24 and they close at 6:30 so I was relieved to see that they are not the type of place to close extra early just because they may not have as many customers. I literally squealed from joy when I walked in and told the employees I had rushed here from water tower to try their delicious macaroons! I had two- the chocolate and lychee. I also spied a raspberry beignet. When you check in, you get a free macaroon so for the two macaroons and French beignet, the total was $5.56? Pretty good deal if you ask me. I was blown away by the ambiance, everything is wooden and cute. My only regret is that I didn't get a chance to stay longer and explore. I ate the raspberry beignet on my way out- I've made beignets before and they are best straight out of the oven so I wasn't completely disappointed when they had lost some of their freshness by 6:30 at night- they had probably been out for almost twelve hours anyways. The raspberry jam was very delicious, it tasted very organic and the dough of the beignet was not thick. It was cooked perfectly and the dough did not overpower the filling! I would HIGHLY recommend coming here for Saturday morning coffee or mid afternoon break! From all my excitement, forgot to take a photo",0,0,0,2,[],,,,,,,427,https://www.yelp.com/user_details?userid=_fCHKg5d7xAIIPr2P5RiSQ,"Chicago, IL",492,165,0.9978,0.048,0.708,0.244
62,Jane S.,10/14/2017,5,0,0,MACAROONS HEAVEN!!! Omg selection galore! Incredible service! The selection and service at this bakery is outstanding! The coffee is fresh and delicious! Adorable  cafe! Large seating area good for groups! Macaroons have great texture to them!,1,0,1,1,['https://s3-media4.fl.yelpcdn.com/bphoto/iJpbxGpl9HE7cRf6k2uRjQ/348s.jpg'],,,,,,,245,https://www.yelp.com/user_details?userid=JPGQETWKyVX-uHSRgtRN3w,"Sugar Hill, GA",165,62,0.9786,0.0,0.533,0.467
63,Melanie B.,9/28/2017,5,0,0,"Absolutely am in love with this place, their earl grey tea macaron is delicious. Will always be my go to.",0,0,0,0,[],,,,,,,3,https://www.yelp.com/user_details?userid=l-P4vum0yFP3XgWjRJPByQ,"Chicago, IL",0,14,0.8542,0.0,0.645,0.355
64,Eric S.,9/12/2017,4,1,0,It's a little pricey and the food is alright. The service has always been very hospitable. We went there after we got home from Paris and went back again after the French election.It's a great place to meet a friend for coffee and a sweet treat if you're already in the neighborhood. I wouldn't recommend it for anything else. It always leaves me wanting more.,0,1,1,0,[],,,,,,,97,https://www.yelp.com/user_details?userid=IQqbEAsbAj2t49KTeTuVAQ,"Chicago, IL",256,87,0.9168,0.03,0.759,0.211
65,Paul K.,8/21/2017,5,0,0,"The most amazing vegetarian quiche, and ham and cheese brioche sandwiches.  Founding baker won the World Cup of baking in 1994.  Can't miss this place.",0,0,0,0,['https://s3-media2.fl.yelpcdn.com/bphoto/-vQuCJ7a3cJMYiIakjkVIQ/348s.jpg'],,,,,,,42,https://www.yelp.com/user_details?userid=497GFyPTCFGiLG2mnEVkZA,"Niles, MI",9,55,0.8495,0.0,0.704,0.296
66,Patrick J.,8/15/2017,5,1,0,"If you like authentic French, you will like this. I am overweight so I have a rule that I can only eat a desert that I have never had before. If I say no deserts it would be a burning desire that I carried with me. I cannot pass a new bakery. I went in here and found one of those magic deserts. They have one called ""Uncle Hansi"" cake. It is a their family only recipe. It is an Alsatian hazelnut-almond pound cake. I spoke to the brothers that own the bakery. They are French and they bake all of the traditional French pastries. I was full so could not try the croissant but they assured me that it is right. I am excited for the next time. They also serve food but I will get to that next time.",0,0,0,0,[],,,,,,,91,https://www.yelp.com/user_details?userid=F2Ck0aUw8XF41ULFkwsc-A,"Chicago, IL",1,279,0.81,0.025,0.886,0.089
67,Aimee M.,8/15/2017,5,1,0,"Tres Bien!So there are these cookies I brought home from Paris, they were so good that I didn't give away my last box like I had planned. (So they got chocolate instead).  When I visited La Fournette, I asked them if they made cookies and the friendly folks said that they really focus on pastries. But as I described the cookie, with a nod to each other, they said I must try their Vanilla Spritz cookie.  I think there was an extra spring in my step that day because even though they looked totally different from my Paris cookies, they had the same great buttery, mildly sweet taste.  The croissant was also divine. Buttery, flaky and perfectly made. Not my favorite in the city, but definitely a close second.  My son and I also sat in for lunch the same week and we shared the Quiche and Croque Monsieur.  We both decided the quiche was just ok--it was weirdly crumbly, but tasted good. The Croque was delicious and wonderfully cheesy. The space is very homey, reminiscent of France. I overheard who I assume is the owner speaking in rapid French over the phone. Too bad I'm not in the area often; this would be my go-to boulangerie for sure.",1,1,3,1,[],,,,,,,472,https://www.yelp.com/user_details?userid=RO3vznPVVw5NWcgfP3k17A,"Chicago, IL",185,1277,0.9852,0.033,0.785,0.182
68,Kat A.,7/31/2017,3,1,0,"Looking at the pictures on Yelp made the pastries look so good.I got a few macarons and a couple beignets as well as a latte.  The macarons were good- matcha, mango passion fruit, coconut and one other flavor I can't remember.  The beignets were not light and fluffy like the ones you'd get in New Orleans.  These were dense and chewy.The latte was pretty bad.  The milk was steamed improperly so I basically had a cup full of foam and a little bit of super hot milk.  Service was great but it can't make up for the disappointing pastry & latte.",0,0,2,1,[],,,,,,,227,https://www.yelp.com/user_details?userid=eFDjBULmcp7JixZJLVV9Cg,"Chicago, IL",532,287,0.5673,0.063,0.802,0.136
69,Joan F.,7/21/2017,4,0,0,"Lovely French family owns this gem...warm greeting when you arrive, Bon jour I've tried the almond croissant, homemade quiches, homemade granola, soups, all are heavenly. That being said, soup is a bit pricy. The staff is always friendly and accommodating. Dine in or during nice weather sit outside and watch the world go by. They provide pastries for some very high end restaurants like the Peninsula, so we are lucky to have them in our hood. Merci",0,0,0,1,[],,,,,,,0,https://www.yelp.com/user_details?userid=ngdj8pUUvQH10UWyWArRYQ,"Chicago, IL",0,22,0.9681,0.0,0.759,0.241
70,Suzanne C.,7/14/2017,5,1,0,Yummy is all I can say. My favorite old town bakery.  Try the delicious croissants and Home made soup. I can be a coffee snob (not a Starbucks fan). The coffee here is very good. A great way to start your day.,0,0,0,2,[],,,,,,,0,https://www.yelp.com/user_details?userid=SIQt7VG22-d3dMMKXy3gjw,"Chicago, IL",6,120,0.94,0.058,0.6,0.342
71,Tory w.,7/12/2017,1,0,1,"Update:  UGH. Looking at my previous review, I don't know why I came back here AND ordered another sandwich. I wanted to give them a second chance because their baguettes really are good.  When I arrived, in their case were a few of each variety of sandwich.  I asked what condiments were on the ham and cheese and they replied mustard.  I asked for a fresh sandwich because I cannot stand mustard.  They told me that they could not make me a fresh sandwich and continued by singing the praises of their sandwiches, saying that the mustard is really light, and you can barely taste it at all, and one of them just had one last night and couldn't even tell, blah blah blah.  Bottom line, they refused to make me a fresh sandwich.  I got the ham and cheese, and the mustard was the only thing I tasted.  I ended up ripping out the inside layer of baguette because the taste was overpowering - kind of like when you tell someone who doesn't like fish not to worry because it doesn't taste fishy...if you don't like something, it's the ONLY thing you can taste, am I right?For a $9 sandwich, ripping out the insides and leaving still hungry is unacceptable.The best part, however, is when I got up to leave, I saw that the display case contained at least 6 FRESH ham and cheese sandwiches! I had been willing to forgive the inability to make me a sandwich, thinking it might have been due to lack of ingredients, but NO...they were just unwilling.Stay away from La Fournette, they LIE!",1,3,1,1,[],"I've had their baguettes and they're amazing, so I came here for a late afternoon snack.  I had the turkey sandwich on a pretzel which was decent.  I was not expecting them to take it right from the display window and heat it up, I was expecting it to be made fresh, so I was a little leery about all the mayo slathered on it, but I'm still alive so far.  Good macarons, not the best I've had, but ok.  Intelligentsia coffee. I think I'll stick to just getting bread from them and get my meals elsewhere, though I'm glad I tried it!",3.0,8/28/2015,0.0,0.0,0.0,66,https://www.yelp.com/user_details?userid=DYR7AxNbxPNLVk4_RCIkvQ,"Chicago, IL",5,253,0.8997,0.032,0.863,0.105
72,Francis F.,7/2/2017,4,0,0,"I decided to visit this place last Saturday as it was nearby the area I had to go to pick up my gear for the Color in Motion 5k run. First time being in a French bakery, there were so many options to choose from in terms of sweets-like macarons, danishes,  beignets(which honestly seems like a pricer version of Pączki!), sandwiches and breads. The server was very helpful in pointing out what macarons flavor was which! Prices seem reasonable for portion! Service was excellent! I enjoyed getting a box of 12 assorted macarons, apricot danish, and raspberry and hazelnut beignets! I would go back here but may skip on the beignets and try the sandwiches and other macarons flavors.",1,1,3,1,"['https://s3-media2.fl.yelpcdn.com/bphoto/7YBpyfNfggJjAHs1B2YtyA/348s.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/1FFuapYerI31xbfu4FoxHA/168s.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/lgprHRoAhRJP-H2uw8Bm2Q/168s.jpg']",,,,,,,177,https://www.yelp.com/user_details?userid=hkesmfbqsgZ_KosZ8w-hHg,"Chicago, IL",4717,417,0.8578,0.0,0.903,0.097
73,Madeline L.,6/30/2017,5,0,0,The baguette with butter and homemade preserves is so so delicious! Staff is extremely warm and friendly and the ambiance is inviting. Shoutout to Victoria for helping me pick the perfect snack to hit the spot!,0,0,0,0,[],,,,,,,269,https://www.yelp.com/user_details?userid=nIszt1Ud_cvLWIXZ_EUCoQ,"Chicago, IL",1,16,0.9614,0.0,0.606,0.394
74,Gloria V.,6/17/2017,5,0,0,Found this place today morning on our way to our bike ride along the Lake shore trail. Had not been in Old Town in years. The ham and cheese Croissant made the day. Flaky enough and so flavorful. The place feels like a spot in Northern France. Coffee was just right. Loved the down to earth feel and genuinely good service. Will come back even if it is a bit of a drive.,0,0,0,0,['https://s3-media2.fl.yelpcdn.com/bphoto/lIrNxzlfLNcgd-vUMyhv_w/348s.jpg'],,,,,,,15,https://www.yelp.com/user_details?userid=HuNfLld481rO2BV9AIn87A,"Chicago, IL",16,32,0.8519,0.0,0.878,0.122
75,Melissa B.,6/7/2017,4,0,0,"I love La Fournette's food. I used to go to the one on Clark street all the time until they sadly closed down, but I just moved to Old Town so I'm so excited to be back in La Fournette land!  My absolute favorite dish is the quiche, I love love quiche and La Fournette's is probably some of the best I've had.  Really buttery and the crust is flaky.  The macarons are also really good, they have good flavors and they are like the best dessert ever.  I like their Niçoise salad as well and the dressing is yummy. I've got to knock off a star for service.  It's not that the service is slow, it's just like, so blah.  Every time I walk in here (both locations), I feel like the people behind the counter look at me like I'm from another planet and they don't know what a human is.  Straight deer in headlights look! No ""hey!! Welcome to La Fournette! What can I get you???"". Like zero excitement or even acknowledgment that I just walked into their place of business and would like to order something.  Overall La Fournette is a great little cafe, the owner is usually around too which is great. Don't be phased by the weird service, the food is great.",0,0,1,4,"['https://s3-media3.fl.yelpcdn.com/bphoto/Mh5YxKKxPKEDZcbyinRmPQ/168s.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/AQPGgYNHz5tJSThadS0nxA/168s.jpg']",,,,,,,458,https://www.yelp.com/user_details?userid=4PIbe_Ciz4NaGVENQpAI7w,"Chicago, IL",797,100,0.9986,0.031,0.615,0.354
76,Marissa F.,5/28/2017,5,1,0,"I live more north of this location and really miss having a La Fournette right on Clark! I love this place's quiche, baked goods, and of course their macarons, which are cheaper than other French patisseries in the area. Service & atmosphere: the place has counter service and the staff yesterday were very friendly, warm, and informative. The place has a French countryside rustic vibe, and we sat outside in the small patio, which was perfect for the one of 5 sunny days this spring. Food: Between three people, we shared coffee and chocolate madeleines, a chicken and spinach quiche, a nicoise salad, and an almond croissant. I got a free espresso macaron with Yelp check-in, it was so delicious and perfectly baked, and I obviously wasn't going to share it with anyone. The madeleines were dense and fluffy, and the chocolate ones were especially flavorful. The nicoise salad was fine, but the quiche was creamy and had a buttery flaky crust. The almond croissant was the BEST I've ever had. Crispy, flakiness on the outside with soft, light insides and a generous amount of sweet almond paste. It was so good that I will absolutely be back just for macarons and croissant the next time I'm in need of French baked goods.",3,3,4,1,['https://s3-media2.fl.yelpcdn.com/bphoto/oBMzMM1CuqiNwsR2r6SM7w/348s.jpg'],,,,,,,418,https://www.yelp.com/user_details?userid=M5CDadStKmQxLJPTBGBf0Q,"Fremont, CA",693,348,0.9902,0.013,0.802,0.185
77,MissMarc C.,5/23/2017,1,0,0,"Not sure why this place has so many great reviews. Perhaps because it was part of some French tour. Nothing French about this place other than the employees' cold attitude.We ordered a piece of quiche, a savory crepe and a macaron. Quiche was not memorable. Crepe was really bad. The whole thing, from skin to filling all actually tasted rubbery. Raspberry macaron was very dense and super sweet. I didn't taste any raspberry. Price was over the top for strange tasting, luke warm food. We will not be back.",0,0,0,1,[],,,,,,,0,https://www.yelp.com/user_details?userid=QMiH2rHaDVTdZfG_cfEYiQ,"Chicago, IL",79,29,0.899,0.056,0.769,0.175
78,Mirin P.,5/21/2017,5,0,0,"Great French bakery ! Wonderful tasty pastry and good sandwiches. Top it up with a good latte to start the day!  Definitely recommend! Michelle and Luke who runs this place are very polite , helpful and fun to talk to.",1,0,0,0,[],,,,,,,0,https://www.yelp.com/user_details?userid=uPxJkMdzPXAcO-C-R48OIw,"Chicago, IL",0,8,0.9795,0.0,0.501,0.499
79,Kate C.,5/8/2017,5,0,0,"C'est delicieux! The Croque Monseieur melts in your mouth, the quiche is superb, and the Macarons... Oh lord.  This French bakery has a lot of heart and you can tell they put it into their flavors!",0,0,0,1,[],,,,,,,44,https://www.yelp.com/user_details?userid=Y2LE5Hz_EL7XFbxK3O-nHQ,"Albuquerque, NM",4,65,0.6892,0.0,0.879,0.121
80,Jess M.,4/29/2017,3,0,0,"FYI. Food is good but every weekend that have group tours there so if you're looking to sit down there to dine or work, you're essentially hearing a lady shout facts and a group conversing, it gets kind of loud and annoying. It's the Sat and Sun and seems like an all day thing.",0,0,0,0,[],,,,,,,0,https://www.yelp.com/user_details?userid=bvOka5MQYbziNv1jdPZLeg,"Chicago, IL",2,8,0.3435,0.061,0.82,0.119
81,Rose Kz K.,4/23/2017,4,0,0,I can't stop buying croissant when I walk though this street. Their croissant is real French taste. It's better than one I had one of a lot in Paris.,0,0,0,0,[],,,,,,,0,https://www.yelp.com/user_details?userid=7vb9Vbua6eYYQsbImMOu5g,"Chicago, IL",0,50,0.5842,0.0,0.828,0.172
82,Cameron C.,4/21/2017,5,1,0,"Cute little place in Old Town! My husband ordered the meat crepe and I ordered the veggie crepe with coffees. The crepes were absolutely fantastic as well as the coffee. The crepes were made with good quality ingredients, which made for quite the tasty breakfast. Will definitely be going back to try more items on the menu!",0,0,1,0,[],,,,,,,215,https://www.yelp.com/user_details?userid=J84FICbDVoSe7ZXn5lnQNw,"Chicago, IL",1,310,0.9376,0.0,0.768,0.232
83,Kamilah S.,4/6/2017,5,1,0,"This place has awesome French macarons and when you check in on Yelp, you get a free one, how awesome is that? Parking is damn near impossible and I came here mid-morning on a Thursday. The staff is very friendly and the place smells amazing.",0,0,0,1,[],,,,,,,169,https://www.yelp.com/user_details?userid=-UtSFRnsdUgC_R1OzGZVhA,"Chicago, IL",380,586,0.9524,0.047,0.626,0.327
84,Daniel R.,4/2/2017,3,0,0,Very pricey and not that great. Went in because it had great reviews on yelp but don't know who is really reviewing this I don't think it was good it looked and tasted like something I could get at at any other cafe. It didn't have many displays I walked up and down it and didn't see anything appetizing so just ordered on a whim and wasn't satisfied w my crepe.,0,0,0,0,[],,,,,,,0,https://www.yelp.com/user_details?userid=RF6Wh5uwKnjyG2ETdVz1EA,"Naperville, IL",4,4,0.2042,0.097,0.809,0.094
85,Chi-town G.,4/1/2017,5,0,0,"Love this place. French cuisine in perfection. Feel like im in Paris. Michelle helped me to placed an order for my bridal shower, of course, first thing that came to my mind are the macaroons. Michelle was very helpful and genuine with her service. Will also recommend their Quiche Lorraine. Never had one like theirs. I must say a really ""Authentic French Bakery."" Merci Michelle.",0,0,2,1,[],,,,,,,0,https://www.yelp.com/user_details?userid=JdFdXt4coqLdYeReb-rCEw,"Chicago, IL",22,39,0.9552,0.0,0.755,0.245
86,Ann H.,3/29/2017,3,0,0,"I'm a sucker for almond croissants and macarons, so whenever I'm traveling, they're always on my hitlist. La Fournette had a good selection and prices were reasonable, but their baked goods just didn't have that x-factor. The shop is cute though, and the surrounding area is very walkable, so it could be worth checking out if you are already in the area.",1,0,0,1,[],,,,,,,149,https://www.yelp.com/user_details?userid=u2VHGBc2VkUZHIzdP0DtiQ,"Denver, CO",511,466,0.7269,0.033,0.842,0.125
87,Sam K.,3/2/2017,4,0,0,"This is how a bakery should smell - like butter. Not sugar.  I explained to the lovely lady behind the counter that I would have one of everything, and she laughed.  I was only half kidding, but reason took over and I settled on a bowl of mushroom soup and a tarte flambée baguette.I was unimpressed with the soup, which was missing that rich mushroom flavor and brothiness of a good mushroom soup.  Though to be fair I sort of make the best mushroom soup myself (combined from a recipe from America's Test Kitchen, a Japanese cooking show, many trips to farmer's markets and Mitsuwa, and a great deal of trial and error) so maybe it was unfair of me to hold those same standards to this cute little bakery that bakes first and probably sells soup as an afterthought.  The tarte flambée was phenomenal - just fantastic, and was the one of the best things I ate all week.  The macaron I had afterwards was pretty great too - not too sweet.This s my kind of bakery, and I'll definitely be back.",0,0,0,1,[],,,,,,,183,https://www.yelp.com/user_details?userid=0UayK0cO_PfX17H7ifC5rg,"Chicago, IL",7,237,0.9947,0.046,0.679,0.275
88,Lauren U.,2/21/2017,5,0,0,"La Fournette is such a hidden gem on Wells. I pass by this place all the time and only recently decided to stop in with my mom. The staff is so friendly and they speak French. There are so many authentic food items and breads to order. I had the croque monsieur and mushroom soup. The croque was better than ones I have had in Paris. Hard to believe, I know. The mushroom soup was amazing as well. The soups are different everyday I assume but if you catch the mushroom soup, definite get it.My mom had quiche lorraine (with bacon) and it was so light and the crust was flaky. The portion is very generous and the bacon isn't too salty.We got some macarons to go because we were both stuffed after eating our mains. I ordered a pistachio macaron and ate it 3 minutes after we left. The macaron was so light and subtly sweet. A great end to the meal.I love this place and will be coming back.",0,0,2,1,[],,,,,,,469,https://www.yelp.com/user_details?userid=eYoSbpqz1T49bBa7g2jVog,"Chicago, IL",30,19,0.9851,0.015,0.807,0.178
89,Jennifer M.,2/17/2017,1,0,0,"Super disappointed in this place. First so much for ""authentic"" French bakery- all their sandwiches are premade, they ""could not"" make one with out cheese. The quinoa salad was decent. My boyfriend ordered a turkey panini and they brought him the ham one instead. It wasn't busy. We were the only people in the place besides one other person. I have no idea how this place has such good reviews",0,0,0,1,[],,,,,,,10,https://www.yelp.com/user_details?userid=6Jze0q8O5yJezorAUqbgLQ,"Elk Grove Village, IL",14,33,0.3612,0.07,0.841,0.089
90,Tanya O.,2/17/2017,5,0,0,Wonderful French bakery! The fare is authentic and the staff is delightful. I had a vegetable quiche and cappuccino. Both were fantastic! I also got a baguette and Madeline cookies to go. Everything was fresh and delicious. I'm so happy I found this gem! Highly recommend!,0,0,0,0,"['https://s3-media3.fl.yelpcdn.com/bphoto/TVzToMN3FBBjQ-nl5NyVLQ/168s.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/vy6Yg4fccpO_TfiW2ttfYQ/168s.jpg']",,,,,,,48,https://www.yelp.com/user_details?userid=6hgrw-QjXcpANMQBn5bDJA,"Chicago, IL",25,47,0.9778,0.0,0.576,0.424
91,Eric P.,2/15/2017,4,0,0,"Lovely authentic french bakery. This is one of those spots where it's hard to pick out one item from behind the glass. Every time I walk into La Fournette I'm split between which croissant to choose. Naturally, I talk myself into getting two :) a chocolate and an almond. I also highly recommend the beignets. The best I've ever had.The only thing keeping La Fournette from 5 stars is the amount of seating. Quiet and relaxing space, but I've never been able to sit down. Perfect to-go option though!",3,0,1,7,['https://s3-media1.fl.yelpcdn.com/bphoto/rdFXUcUfEuqlhZcBBxS3vw/348s.jpg'],,,,,,,197,https://www.yelp.com/user_details?userid=FW2AejxQeRs7VY7HuzM6MQ,"Chicago, IL",166,43,0.9342,0.013,0.814,0.173
92,FK D.,1/24/2017,4,0,0,"Great bakery tried a few things: hazelnut sprintz cookies, chocolate muffins and macaroons! Each thing was very fresh and stayed well the next day too. They had stopped making crepes for the day when we went, but will be back again to try those!",0,1,0,1,[],,,,,,,3,https://www.yelp.com/user_details?userid=D8zyuSXF5iUAUUUit2218A,"Chicago, IL",29,48,0.6162,0.031,0.831,0.138
93,Geoffrey M.,11/27/2016,5,0,0,My wife and I stopped in here on a whim our first week in Chicago and we fell in love! We were greeted by the wonderful staff and they helped us pick out some great authentic French food. The environment is charming and vintage and we felt like we were in a French cafe (even though neither of us have been to France). Highly recommended!,0,0,0,1,[],,,,,,,1,https://www.yelp.com/user_details?userid=9z4uijKWfGFHT6hZoLwusw,"Chicago, IL",0,10,0.9689,0.024,0.684,0.292
94,shamrock B.,11/21/2016,1,0,0,"Okay, maybe I missed something but it was not good at all.  (Maybe I was there on a off Day?I ordered ham cheese and the sauscion sandwich, French onion and hazelnut donut for $30!! Expensive even for old town. First, the bread was hard as a rock I get crusty French bread but this was day old bread it hurt the roof of my mouth chewing it and 5 meager slices of salami on a $10 sandwich pathetic.  Ham and cheese was a little better but same day old bread I could pound on the table, with the ingredients again paltry. The soup was the only thing that was OK.  Now the French donut (Benet (sp)) was so dry I had to use water to choke it down.  Seriously, I'm not a picky eater but the Einstein bagels next door has better sandwiches. I was really misled with all the great reviews which is rare on here. Maybe no one has been to France around the neighborhood but no where near the fine dining and casual food they are known for. Also, will say staff was nice so that's a plus. This review was solely on my food experience.",1,2,1,0,[],,,,,,,4,https://www.yelp.com/user_details?userid=LXdoSXl3yToAQWArfeHrZA,"Chicago, IL",3,110,-0.4629,0.129,0.755,0.116
95,Takako E.,11/19/2016,5,0,0,Very cute family run French bakery.  Might not be fancy compare to other French bakeries in Chicago but I love this place better than the other places. Staff is very friendly.  I am a regular for their signature Miche bread. Highly recommend their cookies - very European.  Soup and sandwiches are delicious.,0,0,0,0,[],,,,,,,30,https://www.yelp.com/user_details?userid=wUwIBf4UxtCr6vl4C7FGOQ,"Chicago, IL",0,5,0.9804,0.0,0.624,0.376
96,Thomas H.,11/13/2016,5,0,0,What a gem! The smell is exhilarating. The pastries are delicious and diverse.  What s cool neighborhood. We had never been to Old Town.  If you are going to visit Chicago take the brisk walk to get here and reward yourself with a treat.,0,0,0,1,[],,,,,,,0,https://www.yelp.com/user_details?userid=WXIxvGwq4u1Pxkj4ORtmMQ,"Newbury Park, CA",5,33,0.9432,0.0,0.673,0.327
97,Alpha P.,11/4/2016,5,0,0,You cannot go wrong with their breads or bagels.  Outstanding breads. Solid coffee and very nice service.I love their pave.,0,0,0,0,[],,,,,,,2,https://www.yelp.com/user_details?userid=t6UXtciVfxgoHlwcsXI1rw,"Logan Square, Chicago, IL",17,93,0.9404,0.0,0.488,0.512
98,Erin K.,10/23/2016,5,0,0,"OK - If I am in the neighborhood, I come here.  If I was closer, I would be stopping for macaroons more often.  The pumpkin flavor was amazing...well, I haven't found one that I didn't like :) The earl gray is surprisingly tasty.  I missed the straight raspberry but that just means I need to come back by during the summer.  The cost is high by grocery store standards but the taste makes it seem like you are purchasing a hand-crafted creation instead of just a cookie.",0,0,3,2,['https://s3-media4.fl.yelpcdn.com/bphoto/Pa3RB0EdmhmSRH8LOgYnag/348s.jpg'],,,,,,,50,https://www.yelp.com/user_details?userid=-nRprJ98V8J4CzTpVj84Fg,"Naperville, IL",164,284,-0.0499,0.106,0.802,0.092
