user_name,review_date,stars,user_location,review_text,check_ins,cool_rating_count,useful_rating_count,funny_rating_count,review_photos,previous_review,elite_status,user_link,user_friends,user_photos,user_reviews
Leo S.,1/12/2016,2,"Chicago, IL","used to be really good....and then sometime a couple years ago they started selling bread thats not fully baked.....and then started using canned whipped cream....i mean...if i go to a place that's called ""la boulangerie"" i'd assume they'd at least have some standards...sometimes it just makes you wonder what happened since it opened....that first year was awesome and then it's straight down hill to now it seems like they just super glue the pastries on the plate it was served on lol went from french to american ... probably wont go there again ()",0,0,2,0,[],[],not elite,https://www.yelp.com/user_details?userid=9rG5KC4OOOUyOmqAEtC8-g,12,62,146
Stu R.,1/10/2016,5,"Chicago, IL","Amazing baguettes, baked right here. There's a fairly steady stream coming out in the am, it's worth waiting for. Classic breakfast sandwich is delicious, egg, bacon, Swiss on a fresh croissant.  Very friendly staff, feels very much like a Parisian boulangerie. Really glad they're in my neighborhood",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=L1LjwngOn3gMkTUtC1vOow,0,0,27
Kateland B.,1/10/2016,5,"Chicago, IL","MMM. I miss living in france so much.  Drove by Anne Sathers and found this place next door. What a gem!  The baguette, ciabatta, macarons...holy moly! SOO GOOD. Wish it were closer to my house.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=SXlgPpu1tp5hA4gSNFooRQ,3,8,57
Regina R.,1/6/2016,2,"Chicago, IL","Good tea and pastries but NO BATHROOM. The staff directed me across the street to use the Jamba Juice bathroom, which the Jamba Juice employees did not appreciate.",0,0,1,0,[],[],not elite,https://www.yelp.com/user_details?userid=RONH6QI6XWsVLo0c1zv9CQ,1,0,34
N L.,12/29/2015,5,"Chicago, IL","Oh, my, oh, my.  After being in Paris last month, I searched online for a French bakery in Chicago.  I couldn't stand the thought of never having another proper baguette or croissant or macaron.  When I saw the listing for La Boulangerie I knew I'd have to give it a try.  I am very happy that I did.  I got a baguette to have with dinner tonight, and also grabbed a croissant just to taste-test it.  The baguette was amazing.  Very crusty outside and a wonderfully textured, chewy interior.  Most 'baguettes' you buy in a store have a very uniform, soft texture.  This baguette was the real thing and I tore the end off and tasted it on the way home.   The croissant, as well, was quite wonderful.  Light and flaky.  It seemed a bit sweet to me, though.  Perhaps a little sugar in the dough?   It wasn't enough to put me off, and I would definitely get croissant there again.And macarons.  They have so many options!  I got chocolate, dark chocolate, sea salt caramel, pistachio, lemon-poppyseed, and black coffee.  They had other flavors as well:  lavender, which is common in France, raspberry, and maybe a couple others that I can't remember.  I haven't tasted them all yet, but they are divine.  They have the right texture of a macaron -- a little bit of a crust on the very outside, soft on the inside, with a thin layer of filling in the middle.  The black coffee is my favorite so far -- less sweet than the others.  The sea salt caramel comes a close second.  The others are a tiny bit too sweet for my taste, but then these are meant for American customers, and I think we prefer desserts to be sweeter than they do in France.The shop is small, with perhaps 4 tables.  They serve sandwiches, coffee, and other things as well as baked goods.  The employee was polite and helpful.  I can't wait to go back again to La Boulangerie.  I'd like to try some of their other offerings.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=VeABLbd0fbjYKI6jV0MNVA,0,0,35
Jim K.,12/28/2015,5,"Harrisburg, NC","Went to get pastries before a comedy show. Chazz was running the place and was a great guy....friendly, knowledgeable and just really cool to talk to. Gave great recommendations. The passion fruit entremet was ridiculously good and we loved the assortment of macaroons were fantastic. Don't miss it!",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=EESNQLLvskDTJHBZaCfDqA,16,0,15
Jay C.,12/16/2015,4,"Chicago, IL","Ohhhh yeaaaa! Love me some La BOU! The place is tiny, but the food is so delicious and full of flavor. The breakfast creps are great. But I am a huge fan of the chocolate creps. Just great. Comfort food at its finest.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=Qi9vmP9IEYMEZoXh59ACTw,0,0,8
Alissa R.,11/23/2015,5,"Chicago, IL","This is by far my favorite bakery in the city. All of their baked goods are incredible and I always take guests in from out of town. The bread is to die for, and always fresh and hot from the oven. The sweets are incredible as well, and it's hard to stick to your diet when walking by! Run, don't walk people! This is a European bakery at its best.",0,0,1,1,[],[],not elite,https://www.yelp.com/user_details?userid=ZT2cI2U0OE_xtHS1w3FIOw,118,0,6
Jeff T.,11/23/2015,5,"Chicago, IL","I stopped in today for a sandwich and was glad I did. If you're looking for the best bread in Chicago, check this place out. It's clearly baked fresh throughout the day!  And the staff are very friendly.  Will definitely be returning!",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=GD2HUCFJYzMyA_8sfQvnKA,13,0,5
Kerry B.,11/23/2015,2,"Chicago, IL","Super disappointing because I like the food here, but had a terrible experience with the delivery. I ordered on Grubhub and my order came on time, but wasn't the food that I ordered. The delivery guy said it ""wasn't [his] problem and to contact the restaurant."" So he left me with the wrong food (we ordered for the office and only had one sandwich, super helpful). We called the restaurant, and they said they were aware of the situation and that our food was being sent over. So we waited. For another 1.5 hrs. No food ever came. We called the restaurant again. Went to voicemail. We called Grubhub, who sorted everything out and refunded our order, but said that management ""wasn't made aware"" of the mix up. Now we are just hangry and disappointed. Thanks, Grubhub for fixing it, and thanks for nothing, La Boulangerie.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=0m1tFdjbrq1ITktqmzqYiw,0,0,9
Grant S.,11/1/2015,5,"Evanston, IL","We loved our experience at La Boulangerie! We started out with a deliciously fresh, sweet and scrumptious Cannele. If you don't know what this is, check out my picture and then try one. You'll love this French delicacy! The lattes were perfect for the morning kickoff. Nothing fancy but a solid latte! Our main courses were the 'classic' bacon egg and cheese sandwich. I got mine on fresh and fluffy ciabatta bread while my partner got it on a savory hot crepe! We loved it! Once again, simple, but solid and straightforward. This is a Bakery. The emphasis is on the quality of the delicious breads/baked goods and everything we had was spot on. The staff was extremely helpful and friendly, explaining the expansive menu to us newcomers! The space is intimate and chic. Not very conducive to big groups but great for a quiet respite or a one-on-one. Also, if you know what you want, you can order ahead for pickup or delivery through grub hub. All in all a great option. I walked out and felt pity for the folks standing in a long line at Ann Sather while a quality meal was waiting for them right next door in La Boulangerie. Check it out everyone!",2,1,1,2,"['https://s3-media4.fl.yelpcdn.com/bphoto/t_plDZWuWyT5wK5uOfu3og/168s.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/a7nP-hZtul2KAVEH1ZYJjQ/168s.jpg']",[],elite,https://www.yelp.com/user_details?userid=ETTq3K-wrnVn0SLNqEq_aA,336,324,113
L B.,10/16/2015,5,"Chicago, IL","I ordered the Spanish sandwich, Paris Brest, almond croissant, and a caramel macaron from grub hub, and they are SO GOOD. The sandwich is a delicious combination of flavors that I've never seen before in a sandwich (I'm a sucker for sweet and savory, and throw in some manchego cheese and I'm done) on a perfectly crusty baguette, the hazelnut filling in the Paris Brest is rich and satisfying, and the caramel macaron is among the best I've had outside of Paris. I can't wait to try the almond croissant tomorrow morning for breakfast!",2,0,1,0,[],[],not elite,https://www.yelp.com/user_details?userid=vLBXnMwJvbw00bi0f16YUQ,21,4,11
Julie V.,10/14/2015,4,"Chicago, IL",I have been to La Boulangerie 4 times now and all have been great experiences. I always get the Wisconsin sandwich but now seeing other Yelp review pictures of their crepes I plan on trying that next time. This is a much better sandwich and quality than most places around that area. I have never been disappointed that I chose to eat there.,0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=JuoJgDRpyrMIIIkB_Y0_wA,1,4,31
Joe R.,10/10/2015,3,"Vienna, VA","I stopped in one morning for a quick breakfast and had a decent experience. I ordered a classic breakfast sandwich on croissant and a peach almond tart.The breakfast sandwich was okay, besides the egg being a little runny and making the bottom half the croissant soggy. This might be due to the fact that there was only one employee working at the time and she probably felt a little rushed. But the sandwich tasted good, which is the most important thing.The peach almond tart was good. But it wasn't as good as it looked, unfortunately. I didn't get the feeling that it was freshly baked that day either. I'd like to try some of their other pastries, though. There was quite a bit of variety for such a small store.",1,0,0,0,['https://s3-media1.fl.yelpcdn.com/bphoto/bIquYi9RP5od0A58qyhejA/348s.jpg'],[],not elite,https://www.yelp.com/user_details?userid=PZNJFD35ex91hk7IPo1wmQ,123,19,46
Crystal C.,10/9/2015,4,"Chicago, IL","Tres bien! Don't worry the rest is in english! This is such a cute little bakery. I'll be honest, Spring Rewards sent me here by giving me $5 free to spend (score!) but I'm glad I went and they doubled the awesomeness by giving me free bread since it was close to the end of the day. The regular sandwiches cost little more than similar foods on the street but that is totally a french/fancy upcharge and the breakfast looks so good so I'm guessing you get what you pay for on those. The bread has to be super fresh at the point making for the best egg sandwiches ever. The staff was super nice and the location is really small so it has a homey, welcoming feel. Also it's right by the train, super easy to pop in out!",0,0,0,0,[],[],elite,https://www.yelp.com/user_details?userid=nIBAMAZNKNE_etD04VuKpw,109,45,71
Kellie G.,10/2/2015,5,"Chicago, IL",This place is amazing and Robert was awesome! Thanks for Robert for taking your time with us and helping  us rookies. I wish I could explain how wonderful the macarons are! You just have to,1,0,0,0,"['https://s3-media3.fl.yelpcdn.com/bphoto/aiqnTPqVp7Juj4oHq4alJA/168s.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/VClp0s4OXtwey5_kKp97zQ/168s.jpg']",[],not elite,https://www.yelp.com/user_details?userid=pFSgexth97YszV-M_V1-dQ,41,54,37
Joshua B.,9/21/2015,2,"Bolingbrook, IL","7.50 for a mediocre sandwich that was much too bready. I ordered the ""spanish"" which i found out wouldn't have greens on it since they ran out of them on their food truck. They were extremely skimpy on the ingredients and the bread did not taste fresh. The random almonds did nothing to the flavor and only produced an off putting semi-crunch. It's just another hipster product that thinks its unoriginal and annoying quarkiness justifies overpriced mediocre at best food. The only reason i gave two stars is because the proscuito was decent quality.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=lyj0Qx46wWAmJ_BSvWXTEg,1,0,15
Danielle S.,"9/19/2015
            





Updated review",4,"Chicago, IL","Pleasantly surprised! We were looking for a new bakery for a quick coffee and pastry so we hoped off the red line at Belmont to find this spot steps away.We had the Turkey Club on a baguette with bacon, chipotle mayonnaise and Swiss cheese. The sandwich was amazing, chipotle mayo had chipotles in it. The baguette was chewy still and very fresh. The turkey was actually roasted and bacon was perfect. Then I had the bacon, onion and Swiss quiche. This was lovely, the crust was flakey and soft. I cannot wait to try the others!  Lastly, the iced mochas were great. I recommend this spot, great sandwiches, fresh everything and nice service! I will return. .....we got a box of macarons to go, this is officially my second go to for macarons in Chicago! Often, I mean very often, macarons all taste the same, you cannot tell the flavor and they are too crunchy. They get it right, the flavors are amazing and the texture is perfect.  Just love this place!",0,1,1,0,"['https://s3-media3.fl.yelpcdn.com/bphoto/KtdoT9pO7eCbEGw-zk_XdQ/348s.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/DfSO1XN9xyzGfhZxQzxZ2A/168s.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/3Y-KdZQsfroWtZjO1galrA/168s.jpg']","{'stars': 4, 'review_date': '9/5/2015\n            \nPrevious review', 'review_text': 'Pleasantly surprised! We were looking for a new bakery for a quick coffee and pastry so we hoped off the red line at Belmont to find this spot steps away.We had the Turkey Club on a baguette with bacon, chipotle mayonnaise and Swiss cheese. The sandwich was amazing, chipotle mayo had chipotles in it. The baguette was chewy still and very fresh. The turkey was actually roasted and bacon was perfect. Then I had the bacon, onion and Swiss quiche. This was lovely, the crust was flakey and soft. I cannot wait to try the others! \xa0Lastly, the iced mochas were great. I recommend this spot, great sandwiches, fresh everything and nice service! I will return.', 'review_feedback': {'review_type': ['Useful', 'Funny', 'Cool'], 'review_count': ['0', '0', '1']}}",not elite,https://www.yelp.com/user_details?userid=M_ODP5K8QJ4UaRjVK8c4YQ,73,236,68
Aimee M.,9/11/2015,4,"Chicago, IL","""Oh this is dangerous""  That was my cousin when I shared some of my bacon and comte' cheese baguette with her. Yes, that is a traditional French baguette but made with wonderfully smoky bacon and nutty cheese, made fresh in the bakery and available for only 4.50. A total steal. This bread was amazing. So fresh, crusty on the outside that falls into a nice softness inside. And catching a bit of bacon or cheese just elevates it even more. Mod Dieu--see it's so good it has me speaking French!So I also bought some Macarons to share and found them to be quite good as well. I sampled the Lavender, Raspberry and Passion Fruit. The flavors were true it's name--the filling is my favorite part. The meringue shell had a bit of crunch, but a tad too soft for me.  They are still very good--I wouldn't say no to them at all. The bakery is full of wonderful freshly made choices--the financier and Diplomate (croissant bread pudding)--look really good.  They also offer sandwiches, crepes to order and a really good cafe au lait. It's very small inside so I kind of felt like I was too close to the diners--I hope they didn't mind. Service is super friendly.",1,3,2,0,[],[],elite,https://www.yelp.com/user_details?userid=RO3vznPVVw5NWcgfP3k17A,465,185,1271
Priscilla A.,9/8/2015,5,"Chicago, IL","*DISCLAIMER* I'm writing based off what I bought from the Logan Square Farmer's Market!I've trekked to the Logan Square Farmer's market a couple of times this summer (bummed I didn't check it out earlier!) and both times I've hit up Boulangerie's stand. OMG! Their baguette is seriously to die for. Now, I've made a promise to myself that I'd cut back on my carbs, but I cannot will myself to stay away from their regular baguette. It tasted so fresh and so warm. It was crunchy on the outside and super soft on the inside. This past Sunday I finally tried their croissants....Just end it for me now. I can now die happy. I had a chocolate croissant and it had just the right amount of chocolate (don't hate me, but I'm not the biggest fan of chocolate) and the croissant itself is buttery, and flakey in the best way possible. And they were huge!By the time I hit their stand it was time to pack up so they were selling the left over croissants buy one get one free. That's my kind of deal! I'll definitely have to check out their shop.",0,2,3,0,[],[],elite,https://www.yelp.com/user_details?userid=phXe3ExkY-rGUoSKvF9mCA,86,71,154
Steph T.,9/6/2015,5,"Chicago, IL","Come for the bread, stay for the desserts.This is the best bread in the city and the home-made macaroons are amazing.  I often go to their stand at the Logan Square farmer's market and indulge in a chocolate croissant for my Sunday morning treat.I hear they cater for a lot of celebs -- no wonder.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=6lOyWRbF_VjGuEPVoFDNJg,0,6,11
Jeff B.,9/6/2015,5,"Chicago, IL","This place is a gem. Possibly the best breakfast sandwich around, and less than 5 bucks.  With an ice tea the summer special is exactly 5 bucks,  while the sandwich alone is worth double.  The croissants are amazing and perfect for the breakfast sandwich or the turkey club.  All the pastries and fresh baked loaves we have tried have been amazing.  Staff is super friendly and the shop is cute and quaint.  A great breakfast/lunch spot to avoid the wait at other local brunch establishments.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=p-9gcIPArIGV2C03tGGrLg,2,0,12
Sara L.,8/6/2015,5,"Chicago, IL","Being in Paris earlier this summer made me realize that a simple French baguette is pretty damn tasty! Seriously, a great French baguette is life changing like meeting Oprah or Warren Buffet. We've read several articles and Yelp lists that say La Boulangerie has authentic French pastries and bread. The fiance and I finally made a trip here early Saturday night. The place is much smaller than I anticipated. My eyes lit up when I saw they had fresh French baguettes with a chalk board indicating when the last baguette was baked. The menu has sandwiches, crepes and salads. We're excited to have a jambon beurre (ham and butter) sandwich. Unfotunately, they didn't have it on the menu.  However, the friendly cashier seemed excited we were asking for it and made us a jambon beurre using proscuitto instead. It was like we were being transported back into Paris! So good!! I cannot wait to come back this week for a baguette and order a salad or crepes while there!! Now only if they had a location close to me...",1,0,0,0,[],[],elite,https://www.yelp.com/user_details?userid=lJzEc0oWQwc8w-tB3gg2Rg,434,52,281
Daneo H.,7/24/2015,3,"Chicago, IL","Macaroons are decent. Can get 12 Vanilla/Chocolate macaroons similar if not fresher frozen from Trader Joe's for $5. There is a 'Deal' where get 5 Macaroons for $10.99 when buying 5 separate Macaroons at $2 a piece should be $10. Staff is nice. But, I only got 4 macaroons in my box of 5 once I got home. I called and I was promised my macaroon if I come in tomorrow to pick it up. We will see if they hold true.UPDATE: We went back and did receive the macaroon I was promised. My fiance and I went in and they also gave us a free macaroon for our troubles.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=JHIIA73rukuScfdR1yqUiw,0,0,1
Ivy Z.,7/20/2015,4,"Seattle, WA","I have only had the baguette sandwiches from La Boulangerie but I have thoroughly enjoyed the two sandwiches that I have had. I have tried the Wisconsin (chicken, brie, avocado, greens, apple butter) and the Spanish (Serrano Ham, Romesco Sauce, Manchego Cheese, Figs, Toasted Almonds, Greens) and that one was my FAVORITE.As a big fan of toasted sandwiches, the Spanish is probably one of my favorite NOT toasted sandwiches. The baguette was yummy and the size was pretty filling.I look forward to eating at La Boulangerie when I see the truck, and will be back to try a crepe as well. :)",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=9lk3dYlu2tM96Jr5Zftv7Q,23,50,152
Trista T.,7/10/2015,5,"Canton, IL","When I walked in late one evening to a lovely girl welcoming me in her french accent, I knew I'd love this place. Obviously this is a french bakery.  I had the Wisconsin on a baguette-Herbed Chicken, Brie, Apple Butter, Avocado, Greens. the combination of flavors was excellent.  I reluctantly passed on the baked sweets, but the glass case is brimming with sugary goodness.",1,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=yIPGZugzec6qDqRrXVJU_w,319,137,339
Sam M.,"6/25/2015
            





Updated review",5,"Chicago, IL","La Boulangerie has stepped its game up! My biggest complaint before was the incompetent staff. They now have a regular crew of people that are efficient, very friendly, and seem to take pride in what they do. For a small local-feel place, having familiar friendly faces is a must!Now you can enjoy La Boulangerie for what it does best. The sandwiches are incredible! I recommend the Gourmet Breakfast Sandwich or the Wisconsin. Always get it on a fresh baguette, which are usually fresh out of the oven and always delicious. The pastries are also great if you have a sweet tooth. The Eclaires and Macaroons are personal favorites.",1,0,1,0,[],"{'stars': 1, 'review_date': '4/22/2014\n            \nPrevious review', 'review_text': ""This place has the vibe (and prices) of a small boutique sandwich shop, but the delivery of a Wal Mart. Living a few doors down, I've tried this place 5+ times. It has the potential to be a regular place in my rotation. Unfortunately it continues to disappoint. Best case scenario: you leave feeling slightly sour that you paid $9 for half a sandwich. More likely, you'll be disappointed by employees unapologetically botching your order, serving you a half-filled cup of coffee, or the place inexplicably being closed early. There are too many other local establishments that are happy to have my business to try this place again."", 'review_feedback': {'review_type': ['Useful', 'Funny', 'Cool'], 'review_count': ['4', '1', '1']}}",not elite,https://www.yelp.com/user_details?userid=gzeCebFtRh2l3ZHuv7vMeQ,2,1,10
Cely R.,6/24/2015,3,"Chicago, IL",The staff is nice & friendlyI try the sweetest Nutella crepe Next time I will try the sandwiches w/fresh baked bread,1,0,0,0,"['https://s3-media4.fl.yelpcdn.com/bphoto/hE_xviPEPiYhSpeJq5eCjA/348s.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/AVfFmfzcpcdkbSVHJqSNeA/168s.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/KfK6pOWE9k2hmSxcUJn1oA/168s.jpg']",[],not elite,https://www.yelp.com/user_details?userid=hg1rD_uoIBovBBqNpYe7ig,59,11375,608
Annie L.,6/20/2015,5,"Wicker Park, Chicago, IL","As a person who can't have gluten and who has a sweet tooth, I've tried quite a few macarons around the city. These are by far the BEST macarons I've had outside of France! The flavors are so creative and the treats are delicately flaky with the softest center. A little pricey? Sure, but you pay for what you get!",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=ZJ4Fi8zCvxDdAnx8_Huq5Q,116,0,8
Sarah A.,5/24/2015,1,"Chicago, IL","This one star review is based off the experience I had this evening, not every experience I have had with them.  Maybe it was because it was the Sunday before a holiday, but I'm so disappointed with this experience.  Not only did our caprese sandwiches take almost 2 hours to be delivered (and the manager being remarkably unapologetic when we spoke twice), but when we got the sandwiches, there were only two very small pieces of mozzerella, as well as no roasted red peppers and no pesto that usually are on the sandwich.  I will absolutely think twice about ordering again, which is so disappointing because I thought I was going to be a semi-regular.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=DcVaDyROFnYL5dPeEFWeig,109,0,20
Tracey H.,5/24/2015,4,"Chicago, IL","What a lovely, charming, and delicious little place! My boyfriend took me here today for lunch, after mentioning his affection for it on several occasions these past few months. We both had the caprese sandwich, his on ciabatta and mine on baguette. The baguette was incredibly fresh and delicious, the perfect amount of salt in the bread, and all of the ingredients were incredibly fresh. Such a lovely, lite lunch. I can't wait to go back--next time in trying one of the crepes!",0,1,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=FvDXpeHGU2Cmp-49HKebeg,3,0,77
Jialing L.,5/1/2015,3,"Chicago, IL",Came here for a sweet snack and got the Paris Brest with hazelnut cream. The hazelnut cream was soooo good but the actual pastry part didn't taste very fresh. I will say that the staff is very friendly though.,1,0,1,0,[],[],not elite,https://www.yelp.com/user_details?userid=YsUfNYXF5w7vXquy5Kb6Nw,50,7,188
Alison B.,4/30/2015,5,"Chicago, IL","I stopped in this morning to buy a box of macarons.  The guy behind the counter was friendly and helpful.  The macarons were amazing.  The blueberry had a tart blueberry filling that tasted like fresh blueberries.  The coconut chocolate was delicious.  And my personal favorite, the salted caramel, which is the benchmark that I use to judge all macarons was the perfect blend of salty and sweet and was beautiful.  Some of them did have a bit of a crunch to the cookie, which others noted as a bad thing.  I happen to like that a lot.  The pistachio tasted a lot like root beer.  Not ideal if you are going for a pistachio flavor, but as I happen to love root beer, I enjoyed it! Added to my pleasure was a sign showing that they have traditional French pastries available in a gluten free option.  As a foodie who is no longer able to enjoy so many of my favorite things anymore, it is always fun to see quality options to make me feel normal again!",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=ytuC_RzAWJviXEUx6xW6tg,21,0,17
Anne L.,4/25/2015,4,"Chicago, IL","Super authentic french pastry shop, I went in and the staff was very friendly, and very French! I ordered the quiche and a Nutella crepe.. the crepe was so huge and chocolatey, and the quiche was delicious! I ordered these items to go and they gave me whipped cream to go for the crepe quiche was nicely garnished! The only negative comment I have is that my crepe had too many shaved nuts on it, but otherwise, still delicious! My crepe would highly recommend this cute little shop right on Belmont right off the red line stop!",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=m4Acg9cu8KK4M7ydk6TgJw,0,0,6
Becky K.,4/5/2015,3,"Chicago, IL",The girl who works till close on Sunday is the rudest person I have ever met. I honestly feel bad for her and her negativity. I walked in ten minutes before close and felt like a huge nuisance. I order five macaroons and after every order she dramatically rolled her eyes. It was as if this girl was playing the bitchy character out of a sitcom so shed make a wonderful dramatic actor. she was so unfriendly and unwelcoming I became angry. I work in the customer service industry and just couldn't understand the benefits to being such a nasty person behind me the counter I understand if your closing up but there's no need to be a stone cold bitch especially if I'm giving you my money. Just a tip don't go in on Sunday nights. The girl working will bite ur head off for ordering a macaroon and make you wanna run away as fast as you can.,1,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=P8meG8BvdtKy0Hl1CS-MCQ,1,0,8
Trekforbeer B.,3/25/2015,3,"San Francisco, CA",Had a sandwich from the food truck.  The bread was super fresh and outstanding. The ingredients were high quality.  The offerings are classic but good. I'll be back.,0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=dYqFZwhH1KLQiv8FUs2ASQ,68,0,548
Charlotte F.,"3/18/2015
            





Updated review",4,"Chicago, IL","In response to the message from the owner, my review was based on the fact that I walked in one evening close to closing time and selected a type of bread. The cashier pointed to the two remaining loaves and asked which I preferred, when I hesitated/looked confused he said ""it doesn't really matter, they were both made today"". So I apologize for making it sound like some bread is older, as the point is freshness.",1,0,0,0,[],"{'stars': 4, 'review_date': '7/8/2014\n            \nPrevious review', 'review_text': 'Have only been here twice, but the cashiers are always polite and willing to tell you which loaves are fresh and which are old! Not sure if there is a discount. The macarons, batards, boules, and baguettes are all very good. Have not tried anything else just yet.', 'review_feedback': {'review_type': ['Useful', 'Funny', 'Cool'], 'review_count': ['0', '0', '0']}}",not elite,https://www.yelp.com/user_details?userid=EN2Pg4g6kzDAm0VTOoMCcQ,55,33,119
Chris F.,3/15/2015,5,"Chicago, IL","French bakery in Chicago!!! Never been to France but I would imagine this is what a small bakery in France would be lake. Small relaxing spot. Build your own crepes with Nuttella, who doesnt love Nutrella!!!",1,0,0,0,['https://s3-media1.fl.yelpcdn.com/bphoto/c_W7aU5_XosRnlClaV4law/348s.jpg'],[],not elite,https://www.yelp.com/user_details?userid=_Re3-XiejKK9gpiBvvQQBg,231,162,82
Daphne K.,3/11/2015,5,"Chicago, IL","Excellent assortment of breads, pastries, sandwiches and crepes, also great coffee! Very nice and polite staff. Always walk away with bag of baguettes and ciabattas to tie me over to my next visit there.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=nnDDlq9JaNufzp61sRGNXg,0,0,2
Arni F.,1/31/2015,5,"Chicago, IL","Stopped in here before ""the giant blizzard"" for a bite to eat since I'd been here before with the great staff offering up fancy bread with base names like ""the bastard,"" but it's en français, so it's like cool you know?I ordered up ""the Spaniards"" I believe it was called with a soda, a bag of chips, and a giant, fat chocolate filled croissant. Divine. Explosion. In. My. Mouth. And didn't have to spit either! The thin ham, greens, and hearty cheese warm and crispy, toasted and melded to each other. Mmmmmmm.Blood orange soda to wash it down and then talk about traveling the world with the kids from DePaul. Learning about the Beerlympics party they had before washing up at the bakery, chit chatting about San Francisco and my personal tiff with the observatory staff (ahem, tangent much?!). Yeah got travel tips and gave travel tips while eating some well prepared sandwiches  and pastries on a great multitude of bread types. Totally filled my stomach, a tad pricey, but got my money's worth.Stop by. Crepes, quiche, breakfast, dinner. Worth it. And the parking in the back can't be beat. WIN!",0,0,0,0,['https://s3-media1.fl.yelpcdn.com/bphoto/pX3iX1vUF-51owNXil8PGQ/348s.jpg'],[],not elite,https://www.yelp.com/user_details?userid=WlDZ_PYAlMIlXBxduw1aJg,17,67,67
Dan D.,1/20/2015,5,"Chicago, IL","I have yet to be disappointed by anything I've eaten here. They have at least a dozen different macaroons on deck at any given time. They have fresh baked bread throughout the day that shitCronuts, macaroons, beignets, crepes, diplomatos, and much more. However I would recommend skipping this place if you are on a diet",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=4jCQDW-_pdsl_kN2Dmnw0A,0,12,17
XTreats X.,1/7/2015,2,"Chicago, IL","A very convenient location.  However, a lot of their baked goods taste like they've been sitting around for days.  Caneles are mushy and taste old.  French macarons have been stale and hard on occasions... They also taste a little artificial (blue lemon macaron...)  I go to a French bakery for the macarons and they don't cut it (on 3 separate occasions).  Try Vanille Patisserie for macarons and Bad Wolf for Caneles.Bad - Baked goods often seem like they have been sitting around.Good - Lobster soup and location",0,0,2,0,[],[],not elite,https://www.yelp.com/user_details?userid=jxuTg5GJKsCNbhHFX_14IQ,1,43,68
Anne M.,12/16/2014,4,"Chicago, IL",I never thought a turkey club could be so perfect. Been here a few times and have been very happy with the food. I think some people expect faster service- you have to wait a whopping 3 minutes for a Sammie. Worth it!,0,1,0,1,[],[],not elite,https://www.yelp.com/user_details?userid=J3-1npjfGO4PJ0yIvoDy8g,0,0,13
S H.,12/14/2014,2,"Chicago, IL","I am sad to say I was not impressed with La Boulangerie. They heavily promote favourite items (yes, plural) that are not available with a not-a-big-deal attitude. Their coffee is ok and their macaroons are delicious.",1,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=K7lULd1Q4rWHqxPYmVgEkQ,2,0,15
Barbara A.,12/3/2014,1,"Chicago, IL","Nice staff, however, I went in there for a quick snack and decided to have the crustless quiche, and I am rating the place solely on that bite - Not only was it crustless, it was also tasteless, textureless and saltless. I also amNot sure where the tomato was in it as I could see but not taste it. Oh, and it was warmed up in the microwave, which also made it quite soggy. I should have eaten the plain baguette, which would have cost me less and I suppose would have been better in all aspects mentioned above. I *may* pop in there in the future and try a different specialty - everything. Does look delicious in the cases!",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=POGy-xbLVAYiA5ITpi-t2w,24,3,10
Susan D.,12/2/2014,5,"Mira Loma, CA",Delicious.  Friendly.  Fresh.  Very pleasant experience! I just happened upon this place and was very happy to have found it.,0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=1QnDVPBYMRtuEdwbKSIM5w,1,2,5
