,Branch,Branch_Num,Date,Text,Filtered,Stars,Useful,id,sent_comp,sent_neg,sent_neu,sent_pos,status,user_friends,user_reviews
57,Damen,1,1/25/2017,"I'd give this place a higher rating, but it's really inconsistent. Sometimes the staff seems overwhelmed and there's a long delay getting your order placed. Other times, they are very professional and efficient. The first time I had one of their ham and cheese croissants, it was amazing. The second time they forgot to warm it up (and I was too lazy to go back and it was still pretty good cold, but nowhere *as* good). Sometimes it's quiet enough that I can sit down and sip my coffee and other times, it's full of screaming children and I can't wait to get my order so I can run out the door away from the chaos.Their macaroons are delicious, but expensive (and buying them by the box is actually *more* expensive than buying them individually, because they upcharge for the package I guess).","['give', 'place', 'higher', 'rating', 'really', 'inconsistent', 'sometimes', 'staff', 'seems', 'overwhelmed', 'long', 'delay', 'getting', 'order', 'placed', 'times', 'professional', 'efficient', 'first', 'time', 'one', 'ham', 'cheese', 'croissants', 'amazing', 'second', 'time', 'forgot', 'warm', 'lazy', 'go', 'back', 'still', 'pretty', 'good', 'cold', 'nowhere', 'good', 'sometimes', 'quiet', 'enough', 'sit', 'sip', 'coffee', 'times', 'full', 'screaming', 'children', 'wait', 'get', 'order', 'run', 'door', 'away', 'chaos', 'macaroons', 'delicious', 'expensive', 'buying', 'box', 'actually', 'expensive', 'buying', 'individually', 'upcharge', 'package', 'guess']",3,2,J M.,0.9555,0.06,0.778,0.163,not elite,0,15
58,Damen,1,11/27/2016,"This is a welcome addition to the neighborhood. They have excellent bread and pastries, and offer La Colombe for coffee and tea. It's definitely worth stopping by and relaxing with a good sandwich and espresso.","['welcome', 'addition', 'neighborhood', 'excellent', 'bread', 'pastries', 'offer', 'la', 'colombe', 'coffee', 'tea', 'definitely', 'worth', 'stopping', 'relaxing', 'good', 'sandwich', 'espresso']",5,0,Arturo C.,0.9413,0.036,0.578,0.387,not elite,4,33
59,Damen,1,10/30/2016,"La Boulangerie is great! I stop here fairly often since I live in the neighborhood. All the menu items I've tried have been phenomenal: delicious, buttery croissants and their savory sandwiches are definitely at the top of my list. The staff is really friendly as well. I had to wait a little longer for my sandwich (which I didn't mind) but a staff member offered me a free croissant for the wait. Definitely worth a visit.","['la', 'boulangerie', 'great', 'stop', 'fairly', 'often', 'since', 'live', 'neighborhood', 'menu', 'items', 'tried', 'phenomenal:', 'delicious', 'buttery', 'croissants', 'savory', 'sandwiches', 'definitely', 'top', 'list', 'staff', 'really', 'friendly', 'well', 'wait', 'little', 'longer', 'sandwich', 'mind', 'staff', 'member', 'offered', 'free', 'croissant', 'wait', 'definitely', 'worth', 'visit']",5,0,Barbara K.,0.9591,0.019,0.705,0.276,not elite,70,4
60,Damen,1,10/8/2016,"Really? They couldn't choose a name that's easier to pronounce? Okay all joke aside, this place is awesome! I've had their breakfast sandwiches, coffee, and treats and all of them are worth 5 stars. Well done!","['really', 'choose', 'name', 'easier', 'pronounce', 'okay', 'joke', 'aside', 'place', 'awesome', 'breakfast', 'sandwiches', 'coffee', 'treats', 'worth', '5', 'stars', 'well', 'done']",5,0,Robbie W.,0.9318,0.0,0.637,0.363,not elite,35,43
61,Damen,1,10/3/2016,"My wife and I were searching for cafes in our neighborhood and came across this little gem, which is a stone's throw away from the Damen Brown Line stop. La Boulangerie is, in my opinion, the perfect representation of all that is wonderful about the food scene in Chicago - diverse, daring and delicious! This is a charming little French cafe/bakery, and the minute you step in, you feel like you've been transported to an actual boulangerie on Boulevard St Germain, Paris. These guys serve up some amazing sandwiches here. My wife and I both ordered ""Le Wisconsin"" which consisted of herbed chicken, brie, apple butter, avocado and some greens. Not only is Brie my favorite cheese but when you take a bite of it mixed in with chicken and apple butter, you get this intense foodgasm. Seriously. Do try this sandwich, or go for the Atlantic (smoked salmon, horseradish aioli and egg) which is my next sandwich on the hit list. I also saw crepes and quiches on the menu, and will have to try those out next weekend. Also, they serve La Colombe coffee which is second only to Dark Matter coffee in my opinion. ALSO, they also offer a selection of amazing French grocery items. Galettes anyone??? How about rillettes de canard (delicious preparation of duck meat similar to pâté)? Bonbons???Lastly, I absolutely love the seating in this cafe. They have one long bench in addition to the classic Parisian cafe chairs you would have found Hemingway lounging on in Paris. If you are looking for a beautiful, little cafe to study, chat or just get a taste of France, do come here and you will not be disappointed!","['wife', 'searching', 'cafes', 'neighborhood', 'came', 'across', 'little', 'gem', ""stone's"", 'throw', 'away', 'damen', 'brown', 'line', 'stop', 'la', 'boulangerie', 'opinion', 'perfect', 'representation', 'wonderful', 'food', 'scene', 'chicago', 'diverse', 'daring', 'delicious', 'charming', 'little', 'french', 'cafe', 'bakery', 'minute', 'step', 'feel', 'like', 'transported', 'actual', 'boulangerie', 'boulevard', 'st', 'germain', 'paris', 'guys', 'serve', 'amazing', 'sandwiches', 'wife', 'ordered', 'le', 'wisconsin', 'consisted', 'herbed', 'chicken', 'brie', 'apple', 'butter', 'avocado', 'greens', 'brie', 'favorite', 'cheese', 'take', 'bite', 'mixed', 'chicken', 'apple', 'butter', 'get', 'intense', 'foodgasm', 'seriously', 'try', 'sandwich', 'go', 'atlantic', 'smoked', 'salmon', 'horseradish', 'aioli', 'egg', 'next', 'sandwich', 'hit', 'list', 'also', 'saw', 'crepes', 'quiches', 'menu', 'try', 'next', 'weekend', 'also', 'serve', 'la', 'colombe', 'coffee', 'second', 'dark', 'matter', 'coffee', 'opinion', 'also', 'also', 'offer', 'selection', 'amazing', 'french', 'grocery', 'items', 'galettes', 'anyone', 'rillettes', 'de', 'canard', 'delicious', 'preparation', 'duck', 'meat', 'similar', 'pâté', 'bonbons', 'lastly', 'absolutely', 'love', 'seating', 'cafe', 'one', 'long', 'bench', 'addition', 'classic', 'parisian', 'cafe', 'chairs', 'found', 'hemingway', 'lounging', 'paris', 'looking', 'beautiful', 'little', 'cafe', 'study', 'chat', 'get', 'taste', 'france', 'come', 'disappointed']",5,0,Shamyle G.,0.9891,0.012,0.849,0.139,not elite,74,29
62,Damen,1,10/2/2016,"Really great addition to the neighborhood. Thus far we have tried the Parmesan batard, a chocolate croissant, a coconut rocher, a Madeline and two flavors of macarons (dark chocolate hazelnut and toasted coconut chocolate). All of the baked goods have been uniformly excellent. Macarons are amongst the best that I've had both in terms of texture and flavor. They also serve La Colombe coffees which of course pair quite well.","['really', 'great', 'addition', 'neighborhood', 'thus', 'far', 'tried', 'parmesan', 'batard', 'chocolate', 'croissant', 'coconut', 'rocher', 'madeline', 'two', 'flavors', 'macaroons', 'dark', 'chocolate', 'hazelnut', 'toasted', 'coconut', 'chocolate', 'baked', 'goods', 'uniformly', 'excellent', 'macaroons', 'amongst', 'best', 'terms', 'texture', 'flavor', 'also', 'serve', 'la', 'colombe', 'coffees', 'course', 'pair', 'quite', 'well']",5,0,Randy R.,0.9402,0.0,0.811,0.189,not elite,7,178
63,Damen,1,9/29/2016,I had to ask the guy who was making my sandwich to wear gloves. I asked for extra onions and was charged a dollar for it.  I'm not sure that this place is worth the money.,"['ask', 'guy', 'making', 'sandwich', 'wear', 'gloves', 'asked', 'extra', 'onions', 'charged', 'dollar', 'sure', 'place', 'worth', 'money']",3,2,Candace B.,-0.2173,0.105,0.841,0.053,not elite,0,14
64,Damen,1,9/21/2016,"I came here during lunch time to meet a friend and fell in love with their amazingly delicious croissants.  If I lived in the area, I would certainly gain some weight eating croissants daily.Bakery - They have croissants (baked often so it's fresh) and other desserts that I have yet to try.-Chocolate Croissant - The croissant was fresh and right out of the oven.. piping hot and perfect with coffee!  The buttery croissant with melted chocolate just melts in your mouth.  Definitely one of the best croissants I've had!! :)Coffee-They have La Colombe coffee!! yay!Atmosphere - Cute coffee shop & bakery.  It is perfect for studying, relaxing, or just to meet up with a friend.Customer Service - The staff were all really friendly.Transportation - Short walk from the Damen brown line.I'll be back for the croissants!! :)","['came', 'lunch', 'time', 'meet', 'friend', 'fell', 'love', 'amazingly', 'delicious', 'croissants', 'lived', 'area', 'certainly', 'gain', 'weight', 'eating', 'croissants', 'daily', 'bakery', 'croissants', 'baked', 'often', 'fresh', 'desserts', 'yet', 'try', 'chocolate', 'croissant', 'croissant', 'fresh', 'right', 'oven', 'piping', 'hot', 'perfect', 'coffee', 'buttery', 'croissant', 'melted', 'chocolate', 'melts', 'mouth', 'definitely', 'one', 'best', 'croissants', ':', 'coffee-they', 'la', 'colombe', 'coffee', 'yay', 'atmospherecute', 'coffee', 'shop', 'bakery', 'perfect', 'studying', 'relaxing', 'meet', 'friend', 'customer', 'service', 'staff', 'really', 'friendly', 'transportationshort', 'walk', 'damen', 'brown', 'line', 'back', 'croissants', ':']",5,1,Jessica P.,0.9924,0.0,0.717,0.283,not elite,168,278
65,Damen,1,9/10/2016,"this place is going to be the undoing of my weight loss. i'm not sure i could go on living without having a chocolate croissant *at least* once a week. hands down the best croissants i've had since paris. get there early if you want the full selection. herbed foccaccia was also fantastic, but be sure to eat it the day you buy it or it will get hard. macarons were tasty, but they're pretty much all the same to me. i can't wait to try the crepes and other baked goods!","['place', 'going', 'undoing', 'weight', 'loss', 'sure', 'go', 'living', 'without', 'chocolate', 'croissant', 'least', 'week', 'hands', 'best', 'croissants', 'since', 'paris', 'get', 'early', 'want', 'full', 'selection', 'herbed', 'foccaccia', 'also', 'fantastic', 'sure', 'eat', 'day', 'buy', 'get', 'hard', 'macaroons', 'tasty', 'pretty', 'much', 'wait', 'try', 'crepes', 'baked', 'goods']",5,0,Erin E.,0.6671,0.073,0.818,0.109,not elite,115,213
66,Damen,1,8/29/2016,"Sometimes the food here is amazing and sometimes it's just not. The first time I ordered the Atlantic sandwich it was made perfectly with gorgeous and generous layers of salmon, eggs, greens with all of the layers level. Two more tries on different days and the sandwich was extremely mediocre with sparse filling, limp and wilted lettuce, random bits of egg flung about. That's the main problem here, inconsistency. I thought I had found my new sandwich haunt, but getting mediocre food 66.6% of the time has made me leery.The water available for guests is also rarely kept cool. I did like the breakfast croissants too, although they were prepared really inconsistently from one visit to another.Here's hoping they can up their quality control and workflow in a few months and we'll give it another try to see if it's improved.","['sometimes', 'food', 'amazing', 'sometimes', 'first', 'time', 'ordered', 'atlantic', 'sandwich', 'made', 'perfectly', 'gorgeous', 'generous', 'layers', 'salmon', 'eggs', 'greens', 'layers', 'level', 'two', 'tries', 'different', 'days', 'sandwich', 'extremely', 'mediocre', 'sparse', 'filling', 'limp', 'wilted', 'lettuce', 'random', 'bits', 'egg', 'flung', 'main', 'problem', 'inconsistency', 'thought', 'found', 'new', 'sandwich', 'haunt', 'getting', 'mediocre', 'food', '66', '6%', 'time', 'made', 'leery', 'water', 'available', 'guests', 'also', 'rarely', 'kept', 'cool', 'like', 'breakfast', 'croissants', 'although', 'prepared', 'really', 'inconsistently', 'one', 'visit', 'another', 'hoping', 'quality', 'control', 'workflow', 'months', 'give', 'another', 'try', 'see', 'improved']",3,4,Sarah Z.,0.9377,0.04,0.818,0.141,not elite,232,16
67,Damen,1,8/25/2016,"WE ARE LUCKY to live in times when Chicago is bursting at the seams with new and creative places to eat. LA BOULANGERIE is no exception. While the name (Bakery) is somewhat predictable, it only seems appropriate given the authentic food offerings. The crowd was at least half French speaking - possibly staff from the adjoining Lycee Francais School.  We went to this new - barely open for a month - location. Street parking on a side street was easy. It's a pretty and bright place in a newish office building.     THE GOOD: The menu selections and quality of the pastries and sandwiches felt very authentic and are deliciously displayed. Both sandwiches and pastries we tried were meticulously prepared bringing back memories of youthful years in France - like walking into an updated mini version of Paris' renowned Le Drugstore of yesteryear. They do not take shortcuts to achieve high marks for both authenticity and quality.     THE NOT QUITE READY FOR PRIME TIME: Well, while faced with a long waiting line during prime lunch hour, the line moved rather swiftly towards the cashier. However, the tracking of orders was a mess as we observed about eight of ten orders only reaching their final table necessitating several 'inquiry' stops. Likewise, there is no signage to find the bathrooms - shared across the corridor with the office building - and, once found, one is prompted to go back to ask for the code to the lock.CB","['lucky', 'live', 'times', 'chicago', 'bursting', 'seams', 'new', 'creative', 'places', 'eat', 'la', 'boulangerie', 'exception', 'name', 'bakery', 'somewhat', 'predictable', 'seems', 'appropriate', 'given', 'authentic', 'food', 'offerings', 'crowd', 'least', 'half', 'french', 'speaking', 'possibly', 'staff', 'adjoining', 'lycee', 'francais', 'school', 'went', 'newbarely', 'open', 'monthlocation', 'street', 'parking', 'side', 'street', 'easy', 'pretty', 'bright', 'place', 'newish', 'office', 'building', '', '', 'good:', 'menu', 'selections', 'quality', 'pastries', 'sandwiches', 'felt', 'authentic', 'deliciously', 'displayed', 'sandwiches', 'pastries', 'tried', 'meticulously', 'prepared', 'bringing', 'back', 'memories', 'youthful', 'years', 'francelike', 'walking', 'updated', 'mini', 'version', 'paris', 'renowned', 'le', 'drugstore', 'yesteryear', 'take', 'shortcuts', 'achieve', 'high', 'marks', 'authenticity', 'quality', '', '', 'quite', 'ready', 'prime', 'time', 'well', 'faced', 'long', 'waiting', 'line', 'prime', 'lunch', 'hour', 'line', 'moved', 'rather', 'swiftly', 'towards', 'cashier', 'however', 'tracking', 'orders', 'mess', 'observed', 'eight', 'ten', 'orders', 'reaching', 'final', 'table', 'necessitating', 'several', ""'inquiry'"", 'stops', 'likewise', 'signage', 'find', 'bathrooms', 'shared', 'across', 'corridor', 'office', 'building', 'found', 'one', 'prompted', 'go', 'back', 'ask', 'code', 'lock', 'cb']",4,0,Craig B.,0.9848,0.032,0.81,0.158,not elite,0,54
68,Damen,1,8/13/2016,Excellent croissants and coffee! I really enjoyed the almond croissant. I will definitely be coming back soon!,"['excellent', 'croissants', 'coffee', 'really', 'enjoyed', 'almond', 'croissant', 'definitely', 'coming', 'back', 'soon']",5,0,Kristen F.,0.8904,0.0,0.532,0.468,not elite,5,5
69,Damen,1,8/6/2016,"Mixed review: I (along with all of the Francophiles & sweets lovers in Lincoln Square) have been waiting since the ""coming soon"" sign went up for the opening. Finally today I had some time to go. I knew in advance that I wanted a pain au chocolat, which is what I ordered. The chocolate was tasty, but the ""pain"" (croissant part of the pastry) was two thumbs down. It looked perfect, had a price tag that said, ""I will be nothing but perfection"", which I did not mind because I knew that it would be just as it is in France...but sadly was not. No crunch or flake. I ate the chocolate and put the pain, painfully, in the bin.Then why the 5 étoiles? The baguette. The baguette. It's somehow so hard, outside of Europe, to find a great baguette. I've heard that it's something about the water - who knows. En tout cas, La Boulangerie has either imported the water for their baguette or made the Chicago water its slave because their baguette is everything that baguette dreams are made of and more... For every disappointing baguette that we've all bought at Trader Joe's, Mariano's, Whole Foods and even the slew of specialty bakeries across Chicago - we have earned La Boulangerie's baguette perfection...(notable exception: the baguette at Sofitel's Café des Architectes which I believe is courtesy of La Fournette). So: welcome to Lincoln Square - I'll see you every time I am looking for perfection in bread.","['mixed', 'review', ':', 'along', 'francophiles', 'sweets', 'lovers', 'lincoln', 'square', 'waiting', 'since', 'coming', 'soon', 'sign', 'went', 'opening', 'finally', 'today', 'time', 'go', 'knew', 'advance', 'wanted', 'pain', 'au', 'chocolat', 'ordered', 'chocolate', 'tasty', 'pain', 'croissant', 'part', 'pastry', 'two', 'thumbs', 'looked', 'perfect', 'price', 'tag', 'said', 'nothing', 'perfection', 'mind', 'knew', 'france', 'sadly', 'crunch', 'flake', 'ate', 'chocolate', 'put', 'pain', 'painfully', 'bin', '5', 'étoiles', 'baguette', 'baguette', 'somehow', 'hard', 'outside', 'europe', 'find', 'great', 'baguette', 'heard', 'something', 'waterwho', 'knows', 'en', 'tout', 'cas', 'la', 'boulangerie', 'either', 'imported', 'water', 'baguette', 'made', 'chicago', 'water', 'slave', 'baguette', 'everything', 'baguette', 'dreams', 'made', 'every', 'disappointing', 'baguette', 'bought', 'trader', ""joe's"", ""mariano's"", 'whole', 'foods', 'even', 'slew', 'specialty', 'bakeries', 'across', 'chicago', 'earned', 'la', ""boulangerie's"", 'baguette', 'perfection', 'notable', 'exception:', 'baguette', ""sofitel's"", 'café', 'des', 'architectes', 'believe', 'courtesy', 'la', 'fournette', 'welcome', 'lincoln', ""squarei'll"", 'see', 'every', 'time', 'looking', 'perfection', 'bread']",5,4,Lori S.,0.9076,0.086,0.791,0.124,not elite,4,31
70,Damen,1,8/5/2016,"What a great addition to this neighborhood!  I stopped in to pick up some pastries and ended up ordering a savory crepe to eat there for dinner....it was delicious!  The service was great...they were helpful in explaining their various pastries. I left with a box of macaroons and a bacon and cheese baguette yes, I said BACON!  I'll definitely be back!","['great', 'addition', 'neighborhood', 'stopped', 'pick', 'pastries', 'ended', 'ordering', 'savory', 'crepe', 'eat', 'dinner', 'delicious', 'service', 'great', 'helpful', 'explaining', 'various', 'pastries', 'left', 'box', 'macaroons', 'bacon', 'cheese', 'baguette', 'yes', 'said', 'bacon', 'definitely', 'back']",5,0,Jeff T.,0.9457,0.028,0.716,0.256,not elite,13,5
71,Belmont,2,12/27/2018,"2018 Updated Review:This place closed for several months in 2018 and reopened toward the end of the year. I remembered my delightful breakfast sandwich and rushed back to have it again...but it wasn't on the menu. My Maple Spice syrup was gone too.But! The service I got was comparable to my previous experiences, my chocolate tart was also equally good, and the smoked salmon sandwich I ordered was still good...just not what I wanted.I'll go back again sometime for the baked goods, but I think I'll stick to other places nearby for creative sandwiches and coffee instead.Original Review:They have a Gourmet Breakfast Sandwich that is smoked salmon, a fried egg, avocado, mixed greens, and Dijon mustard on a croissant. I knew it would be good, but this was better than good: it was perfect. I'm full but not disgustingly so. Why can't more breakfast sandwiches be this good?!On top of that, they have a Maple Spice syrup (maybe for autumn only?) for coffee which also blew my mind wide open like a delicious epiphany. It's sweet but not too sweet. It's everything I wanted Starbucks' Maple Pecan Latte to be.I am so happy I dropped in here on a whim. I will definitely be back.","['2018', 'updated', 'review', ':', 'place', 'closed', 'several', 'months', '2018', 'reopened', 'toward', 'end', 'year', 'remembered', 'delightful', 'breakfast', 'sandwich', 'rushed', 'back', 'menu', 'maple', 'spice', 'syrup', 'gone', 'service', 'got', 'comparable', 'previous', 'experiences', 'chocolate', 'tart', 'also', 'equally', 'good', 'smoked', 'salmon', 'sandwich', 'ordered', 'still', 'good', 'wanted', 'go', 'back', 'sometime', 'baked', 'goods', 'think', 'stick', 'places', 'nearby', 'creative', 'sandwiches', 'coffee', 'instead', 'original', 'review', ':', 'gourmet', 'breakfast', 'sandwich', 'smoked', 'salmon', 'fried', 'egg', 'avocado', 'mixed', 'greens', 'dijon', 'mustard', 'croissant', 'knew', 'good', 'better', 'good:', 'perfect', 'full', 'disgustingly', 'breakfast', 'sandwiches', 'good', 'top', 'maple', 'spice', 'syrup', 'maybe', 'autumn', 'coffee', 'also', 'blew', 'mind', 'wide', 'open', 'like', 'delicious', 'epiphany', 'sweet', 'sweet', 'everything', 'wanted', ""starbucks'"", 'maple', 'pecan', 'latte', 'happy', 'dropped', 'whim', 'definitely', 'back']",4,0,Elise M.,0.9961,0.0,0.749,0.251,not elite,0,36
72,Belmont,2,7/1/2018,"Such a beautiful pleasant atmosphere. Highly recommend the lemon macaroon or smote macaroon, chocolate eclair, fresh ciabatta bread loaves and chocolate crosiant!","['beautiful', 'pleasant', 'atmosphere', 'highly', 'recommend', 'lemon', 'macaroon', 'smote', 'macaroon', 'chocolate', 'eclair', 'fresh', 'ciabatta', 'bread', 'loaves', 'chocolate', 'croissant']",5,0,John D.,0.9115,0.0,0.575,0.425,not elite,1,134
73,Belmont,2,5/3/2018,"I am reluctant to write this review because I understand restaurants and having to deal with so many different types of people, thoughtful and rude. So I really do understand customer service BUT. I really do want to applaud this place for getting me back into loving Macaroons again. There are numerous places that do make them but most dont make the cut. This place, I want to say is on top of my list and definitely back for more.The reason for my minus stars is the lady working there at the moment. It was not busy and around 4-5pm. I came in looking for a snack and so I tried the macaroons. Great texture, perfectly super sweet and great tasting. So back to the service. Just that when I asked her about eclairs that didnt have chocolate on top, she looked at me quite judgmental just replying no they only have eclairs like this. I guess I am not the only one who received this type of service. Like she wanted to hurry me up, and if I was deciding on what I wanted, she looked annoyed. (I understand too that people can be so picky and annoying but if the customer was polite or didn't bother her until she was ready to order, shouldn't you be a little nicer?)Conclusion. Good macaroons Bad customer serviceWill be back for macaroons cravings so hopefully this isn't an issue.","['reluctant', 'write', 'review', 'understand', 'restaurants', 'deal', 'many', 'different', 'types', 'people', 'thoughtful', 'rude', 'really', 'understand', 'customer', 'service', 'really', 'want', 'applaud', 'place', 'getting', 'back', 'loving', 'macaroons', 'numerous', 'places', 'make', 'dont', 'make', 'cut', 'place', 'want', 'say', 'top', 'list', 'definitely', 'back', 'reason', 'minus', 'stars', 'lady', 'working', 'moment', 'busy', 'around', '4-5pm', 'came', 'looking', 'snack', 'tried', 'macaroons', 'great', 'texture', 'perfectly', 'super', 'sweet', 'great', 'tasting', 'back', 'service', 'asked', 'eclairs', 'didnt', 'chocolate', 'top', 'looked', 'quite', 'judgmental', 'replying', 'eclairs', 'like', 'guess', 'one', 'received', 'type', 'service', 'like', 'wanted', 'hurry', 'deciding', 'wanted', 'looked', 'annoyed', 'understand', 'people', 'picky', 'annoying', 'customer', 'polite', 'bother', 'ready', 'order', 'little', 'nicer', 'conclusion', 'good', 'macaroons', 'bad', 'customer', 'service', 'back', 'macaroons', 'cravings', 'hopefully', 'issue']",4,0,Hunny B.,0.9933,0.065,0.701,0.234,not elite,5,31
74,Belmont,2,3/21/2018,"Cute lil set up with courteous staff. First time here, ordered the Purple Sweet Potato muffin - good stuff, highly recommend it; I hear it's one of their best sellers. The frosting is vey lite, it tastes whipped and very flavorful - interesting bcuz I normally hate cake frosting. This new treasure is for sure worth the trip. I'll be back!","['cute', 'lil', 'set', 'courteous', 'staff', 'first', 'time', 'ordered', 'purple', 'sweet', 'potato', 'muffin', 'good', 'stuff', 'highly', 'recommend', 'hear', 'one', 'best', 'sellers', 'frosting', 'lite', 'tastes', 'whipped', 'flavorful', 'interesting', 'normally', 'hate', 'cake', 'frosting', 'new', 'treasure', 'sure', 'worth', 'trip', 'back']",4,0,Tee L.,0.9725,0.047,0.586,0.367,not elite,7,139
75,Belmont,2,3/9/2018,Their caprese sandwich is just OK but i really like their diplomat dessert. Very good warmed and enjoyed with a cup of coffee!,"['caprese', 'sandwich', 'ok', 'really', 'like', 'diplomat', 'dessert', 'good', 'warmed', 'enjoyed', 'cup', 'coffee']",4,0,Rose O.,0.9569,0.0,0.474,0.526,not elite,408,98
76,Belmont,2,2/27/2018,"Cute little cafe. The neighborhood has kind of gone to shit in the last year or so. I hope with the new construction, new shops will move in to the empty storefronts.Pastries seemed abundant and labeled correctly. Plenty of sandwich options and seemed to be healthy with housemade bread.We visited for a latte around 1215pm and there was no line for lunch. There also seemed to be only one employee. For lunchtime on a Monday, this seemed odd. The barista was cute and efficient, but she didn't seem to get one lunch order while we were there (30 minutes).","['cute', 'little', 'cafe', 'neighborhood', 'kind', 'gone', 'shit', 'last', 'year', 'hope', 'new', 'construction', 'new', 'shops', 'move', 'empty', 'storefronts', 'pastries', 'seemed', 'abundant', 'labeled', 'correctly', 'plenty', 'sandwich', 'options', 'seemed', 'healthy', 'housemade', 'bread', 'visited', 'latte', 'around', '1215pm', 'line', 'lunch', 'also', 'seemed', 'one', 'employee', 'lunchtime', 'monday', 'seemed', 'odd', 'barista', 'cute', 'efficient', 'seem', 'get', 'one', 'lunch', 'order', '30', 'minutes']",4,1,Amanda D.,0.4889,0.067,0.836,0.097,elite,101,334
77,Belmont,2,2/7/2018,"I love this cute little French bakery! It's right next to the Belmont El station and is tiny, but don't miss it! They have fresh baked bread, croissants, macaroons, pastries and also a bit bar that serves made-to-order crepes- both sweet and savory! The ambience is super cute and it isn't usually super crowded- as if people haven't discovered this neighborhood gem? It's perfect to sit down and get some work done or meet up with a friend over coffee.","['love', 'cute', 'little', 'french', 'bakery', 'right', 'next', 'belmont', 'el', 'station', 'tiny', 'miss', 'fresh', 'baked', 'bread', 'croissants', 'macaroons', 'pastries', 'also', 'bit', 'bar', 'serves', 'made-to-order', 'crepes', 'sweet', 'savory', 'ambience', 'super', 'cute', 'usually', 'super', 'crowded', 'people', 'discovered', 'neighborhood', 'gem', 'perfect', 'sit', 'get', 'work', 'done', 'meet', 'friend', 'coffee']",5,1,Srishti S.,0.9907,0.0,0.637,0.363,elite,109,141
78,Belmont,2,1/17/2018,Did someone say Macaroons because when I walked into this location asking for directions the first time I automatically forgot where I needed to go and was mesmerized by their dessert selection. Ambiance this place is cozy and there is no background music playing. I have seen other people order sandwiched and it could be a cute brunch place but I only show up here for 1 thing mostly just the macaroonsStaff they are always talkative and knowledgeable on the selection available. Food I love the macaroons and they taste so good even though they are on the pricey side but sometimes all you need is an early grey macaroon or raspberry flavored macaroon. Are they the best I have tasted no but they do the job,"['someone', 'say', 'macaroons', 'walked', 'location', 'asking', 'directions', 'first', 'time', 'automatically', 'forgot', 'needed', 'go', 'mesmerized', 'dessert', 'selection', 'ambience', 'place', 'cozy', 'background', 'music', 'playing', 'seen', 'people', 'order', 'sandwiched', 'cute', 'brunch', 'place', 'show', '1', 'thing', 'mostly', 'macaroons', 'staff', 'always', 'talkative', 'knowledgeable', 'selection', 'available', 'food', 'love', 'macaroons', 'taste', 'good', 'even', 'though', 'pricey', 'side', 'sometimes', 'need', 'early', 'grey', 'macaroon', 'raspberry', 'flavored', 'macaroon', 'best', 'tasted', 'job']",3,0,Tawanda N.,0.9584,0.032,0.81,0.158,not elite,111,48
79,Belmont,2,1/6/2018,"This place is cute and cozy! I would definitely come back for a quick breakfast sandwich but not sure I would buy their dessert again. - latte (average, 4/5)- ham & cheese croissant (pretty good, 4.5/5)- macaroons (disappointed, 3/5)For the macaroons I tried the lavender, lemon poppyseed, salted caramel, and pistachio. I was pretty disappointed because the macaroons were dry and hollow. I was expecting them to be lightly flavored, chewy but with that melt in your mouth texture.","['place', 'cute', 'cozy', 'definitely', 'come', 'back', 'quick', 'breakfast', 'sandwich', 'sure', 'buy', 'dessert', 'latte', 'average', '4', '5ham', 'cheese', 'croissant', 'pretty', 'good', '4', '5', '5macaroons', 'disappointed', '3', '5', 'macaroons', 'tried', 'lavender', 'lemon', 'poppyseed', 'salted', 'caramel', 'pistachio', 'pretty', 'disappointed', 'macaroons', 'dry', 'hollow', 'expecting', 'lightly', 'flavored', 'chewy', 'melt', 'mouth', 'texture']",3,0,Nikka C.,0.6907,0.079,0.775,0.147,not elite,206,52
