user_name,review_date,stars,user_location,review_text,check_ins,cool_rating_count,useful_rating_count,funny_rating_count,review_photos,previous_review,elite_status,user_link,user_friends,user_photos,user_reviews
Rich W.,6/12/2017,5,"Highland Park, IL","Delicious and authentic - from the croissants to desserts to sandwiches. Don't miss the small shop area with items hard to find outside France! New outdoor seating is great, too.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=DrKP4vck2RRanckinAYYSg,2,0,12
Nik R.,6/7/2017,5,"Skokie, IL",This place is really a hidden gem! Great ambience and delicious food. The crust on the quiche is absolutely perfect. I highly recommend that you go to the neighborhood and check this place out.  I'm excited to go back and try the croissants and the macaroons!,0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=oiGAd1y8gYq__X0O6zmCIA,0,0,6
Helen C.,6/5/2017,4,"Evanston, IL","Great place to get good french pastries / bread.  Very charming shop where my French husband could satisfy his hunger for ""back home food and bread""",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=xOT2Vr-R7dBGGXOTdPNFGA,0,0,6
Julie N.,4/17/2017,4,"Chicago, IL","This is a great addition to the neighborhood. It's a classic French boulangerie (croissants, baguettes, simple sandwiches, macarons, etc), and everything I've had here has been good. It's a great place to pick up a baguette to go with dinner. My biggest complaint is that it is overpriced. For example, a simple butter and sugar crepe here will set you back $6. These are ubiquitous in France and can be bought for a couple euros from a street cart, or even in the US food carts will sell a basic crepe for $3. Other items on the menu are similarly overpriced. I'm definitely happy to see this type of business in the neighborhood, so I will continue to support them. However, the value for the money isn't as good. The only other thing to be aware of is that parking is tough. I live in the neighborhood, so we usually walk. But for those driving allow extra time to park.",0,0,1,0,[],[],not elite,https://www.yelp.com/user_details?userid=qcA-YXGR-z4Gc5xu-90Mdw,6,0,21
Lydia M.,4/13/2017,4,"Chicago, IL","I love croissants. This being said, I think this is the best croissant I've had since Baker Miller's on Western lost their croissant baker.I've had Baker and Nosh, Floriole, etc., etc. And these are top notch. My husband likes their thick ham croissants. The atmosphere is French, simple and classic.  The service is direct and fast.Great stop. I haven't had their meal sandwiches yet, but the pastry window looks amazing with cookies, quiches, etc.",0,0,2,2,[],[],not elite,https://www.yelp.com/user_details?userid=fpCZcEMr5c7v-3BqWTiNcA,1,1,10
Harold M.,4/9/2017,5,"Chicago, IL","Absolutely the best bakery on the North Side. Their baguettes are incredibly great, as are their sweet pastries. I frequently go out of my way just to pick up a loaf at this place. Staff are super friendly. We're lucky to have this wonderful bakery so close by.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=8kI8RH85r8_csGMxRnJbCA,0,1,25
Rosa J.,4/8/2017,4,"Chicago, IL","Hubby and I passed through this part of Ravenswood on a gorgeous summer day last year, the signage of ""La Boulangerie"" was up yet wasn't open for business.  I was looking for a place to grab a quick brunch before work.  I thought of this ""La Boulangerie"" location.  This one is more spacious and has more seating, versus their Boystown location on Belmont.  Since it was a nice Spring day, hubby and I wanted to sit at their patio.  Oh well, there wasn't a patio available.  Luckily they opened some windows for ventilation purposes.  Otherwise , I wouldn't be comfortable enough with the heat from the ovens in the open kitchen.  Rosa J. always screams for macarons!  I would NEVER skip them!  I picked the ""pistachio"" and ""passion fruit.""  The fillings were creamy and moist, but they were quite pricy ($2.25, as of 04/08/2017).  Hubby also enjoyed the ""hazelnut chocolate,"" even though I unknowingly gave the clue that he preferred the macarons from the cafe owner by three (3) Parisian people in Lakeview better.  On the other hand, the ""salmon & zucchini"" quiche was definitely above average.  We were pleasantly surprised that the dine-in order came with a small side salad with dijon mustard dressing.  My complaint about the quiche was a sogginess toward the bottom of the crust.  I didn't know if it was caused by refrigeration, or whatever else the case might be.  They serve ""La Colombe"" coffee, one of my favorite roasters.  As we were exiting, I saw some fresh-out-of-the-oven French bread being tossed to the basket.  Yummm...next time I may have to pay attention what they are working on in the kitchen so that I can have the best batch.",1,2,1,3,"['https://s3-media4.fl.yelpcdn.com/bphoto/zEoei1RZfkAMV7YEzC2-Ow/348s.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/rvafzjRRot9T1pK71OZSSQ/168s.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/-K9pmk1kA5A1ILJSz_T0YA/168s.jpg']",[],elite,https://www.yelp.com/user_details?userid=3OvTOWbD3_gUZ4T6Srd62Q,430,3691,1045
a. m.,3/28/2017,4,"Chicago, IL","Very good drip coffee...Something I have found difficult to find at the other nearby coffee shops. The food is excellent. If you're off your diet try the bourgeoius breakfast sandwich. Of course the fresh baked baguettes are excellent. The quiche is also delicious. I have found all the staff to be really nice, polite and quick -- even when the line is out the door. The atmosphere is nice. French language everywhere adds to the cafe's charm. Decorated in cute, quirky industrial decor. A very smart feature: every table has outlets for your device. My only complaint is that the heat is pretty intense, but they never seem to mind when I open a window near my seat. This place is a wonderful addition to the neighborhood.",0,0,1,1,[],[],not elite,https://www.yelp.com/user_details?userid=4QAzgwcfY-ITo5slMGYTyg,0,8,33
Sharleen H.,3/12/2017,3,"Chicago, IL","Generally ok but as other have said, inconsistent. Ive had good croissants and I've had dry bread croissants that clearly aren't fresh. The service is slow, but the coffee is good  when it finally arrives - but about that - charging a surcharge of .75c for skim milk and calling it ""non dairy"" thats just having a laugh.",0,0,2,0,[],[],not elite,https://www.yelp.com/user_details?userid=iR5KUE6RPEKbiz74qYQBmQ,8,0,6
Robert B.,3/3/2017,5,"Longmont, CO",My favorite coffee shop! I live right down the street and feel so privileged to get great coffee and delicious French pastries every morning. The best Croissants around and macarons to die for! Also fresh bread every day with a great selection of breakfast and lunch sandwiches. Yes Yes Yes,0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=Mpeqw7J7dq-8pXVeo9T_JA,1,2,4
Roseann M.,2/23/2017,3,"Chicago, IL","Nice people, nice venue, inconsistent food.The store is bright and clean. The food and drinks are listed on boards behind the counters, and all the signage is clear and easy to read. Prices are listed as well, so you don't get any sticker shock surprises.The seating is well thought out and arranged well. I've always managed to find a place to sit and hang out for an hour or so, and I've never felt crowded or hemmed in.There is an French feel to the staff and the food, beyond the name. Well, at least as authentic as it can be to a Midwesterner who's never actually been in France. However, the owners and some staff members are clearly native French. They speak in French to each other, but also speak English very well. The authentic French accent is nice to hear. It does lend a touch of authenticity to the store. Since it's located next to the French school, you also get a lot of students here who speak French to the staff. Of course, you might not like to be around a lot of students, because they are loud and rambunctious. It depends what time of day you come in. The treats especially are as rich and full of butter as Julia Child could ever want. That seems French to me, too.What's inconsistent are the sandwiches and even the quiches. A quick example: I ordered a quiche on a recent Friday. I was very impressed that the staff person took it to an oven to be heated. Not a microwave! I thought this boded well for my lunch. When I ate the quiche, parts were warm, parts were lukewarm, and the bottom was clammy and wet. No soggy bottoms, please! Disappointing.The coffee is good.For pastries and coffee, the quality is pretty high and consistent. The food, on the other hand . . . you just never know what you are going to get.",1,1,6,4,[],[],elite,https://www.yelp.com/user_details?userid=yAIwM1CMdUc1mxka-KFsew,143,121,514
J M.,1/25/2017,3,"Chicago, IL","I'd give this place a higher rating, but it's really inconsistent. Sometimes the staff seems overwhelmed and there's a long delay getting your order placed. Other times, they are very professional and efficient. The first time I had one of their ham and cheese croissants, it was amazing. The second time they forgot to warm it up (and I was too lazy to go back and it was still pretty good cold, but nowhere *as* good). Sometimes it's quiet enough that I can sit down and sip my coffee and other times, it's full of screaming children and I can't wait to get my order so I can run out the door away from the chaos.Their macaroons are delicious, but expensive (and buying them by the box is actually *more* expensive than buying them individually, because they upcharge for the package I guess).",0,0,2,0,[],[],not elite,https://www.yelp.com/user_details?userid=QxdIIvyuRAN3ygkSlyi_jA,0,0,15
Arturo C.,11/27/2016,5,"Chicago, IL","This is a welcome addition to the neighborhood. They have excellent bread and pastries, and offer La Colombe for coffee and tea. It's definitely worth stopping by and relaxing with a good sandwich and espresso.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=eO7ySCbYv8iZ588j1G7iAA,4,0,33
Barbara K.,10/30/2016,5,"Chicago, IL","La Boulangerie is great! I stop here fairly often since I live in the neighborhood. All the menu items I've tried have been phenomenal: delicious, buttery croissants and their savory sandwiches are definitely at the top of my list. The staff is really friendly as well. I had to wait a little longer for my sandwich (which I didn't mind) but a staff member offered me a free croissant for the wait. Definitely worth a visit.",0,1,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=YLXGtqsu_8rbOyJzeiTfEQ,70,0,4
Robbie W.,10/8/2016,5,"Chicago, IL","Really? They couldn't choose a name that's easier to pronounce? Okay all joke aside, this place is awesome! I've had their breakfast sandwiches, coffee, and treats and all of them are worth 5 stars. Well done!",0,0,0,1,[],[],not elite,https://www.yelp.com/user_details?userid=zpcpNM5IWU__aDdIEk1sPw,35,4,43
Shamyle G.,10/3/2016,5,"Chicago, IL","My wife and I were searching for cafes in our neighborhood and came across this little gem, which is a stone's throw away from the Damen Brown Line stop. La Boulangerie is, in my opinion, the perfect representation of all that is wonderful about the food scene in Chicago - diverse, daring and delicious! This is a charming little French cafe/bakery, and the minute you step in, you feel like you've been transported to an actual boulangerie on Boulevard St Germain, Paris. These guys serve up some amazing sandwiches here. My wife and I both ordered ""Le Wisconsin"" which consisted of herbed chicken, brie, apple butter, avocado and some greens. Not only is Brie my favorite cheese but when you take a bite of it mixed in with chicken and apple butter, you get this intense foodgasm. Seriously. Do try this sandwich, or go for the Atlantic (smoked salmon, horseradish aioli and egg) which is my next sandwich on the hit list. I also saw crepes and quiches on the menu, and will have to try those out next weekend. Also, they serve La Colombe coffee which is second only to Dark Matter coffee in my opinion. ALSO, they also offer a selection of amazing French grocery items. Galettes anyone??? How about rillettes de canard (delicious preparation of duck meat similar to pâté)? Bonbons???Lastly, I absolutely love the seating in this cafe. They have one long bench in addition to the classic Parisian cafe chairs you would have found Hemingway lounging on in Paris. If you are looking for a beautiful, little cafe to study, chat or just get a taste of France, do come here and you will not be disappointed!",1,0,0,0,"['https://s3-media2.fl.yelpcdn.com/bphoto/2ECiWCvWKa3s5_Jyyg2NCA/168s.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/8QSPftmRN51bbFfUYvqD7Q/168s.jpg']",[],not elite,https://www.yelp.com/user_details?userid=mLiGd3iVUsrcp-rPWjzdFQ,74,20,29
Randy R.,10/2/2016,5,"Chicago, IL","Really great addition to the neighborhood. Thus far we have tried the Parmesan batard, a chocolate croissant, a coconut rocher, a Madeline and two flavors of macarons (dark chocolate hazelnut and toasted coconut chocolate). All of the baked goods have been uniformly excellent. Macarons are amongst the best that I've had both in terms of texture and flavor. They also serve La Colombe coffees which of course pair quite well.",0,0,0,0,['https://s3-media4.fl.yelpcdn.com/bphoto/hpFm466HwdZOyF7r2k9MZQ/348s.jpg'],[],not elite,https://www.yelp.com/user_details?userid=G8aYRUDZ5MTWuRCGbple1g,7,44,178
Candace B.,9/29/2016,3,"Chicago, IL",I had to ask the guy who was making my sandwich to wear gloves. I asked for extra onions and was charged a dollar for it.  I'm not sure that this place is worth the money.,0,0,2,0,[],[],not elite,https://www.yelp.com/user_details?userid=w2_WOgbXGlVdJ_oZbiKOSw,0,6,14
Jessica P.,9/21/2016,5,"Chicago, IL","I came here during lunch time to meet a friend and fell in love with their amazingly delicious croissants.  If I lived in the area, I would certainly gain some weight eating croissants daily.Bakery - They have croissants (baked often so it's fresh) and other desserts that I have yet to try.-Chocolate Croissant - The croissant was fresh and right out of the oven.. piping hot and perfect with coffee!  The buttery croissant with melted chocolate just melts in your mouth.  Definitely one of the best croissants I've had!! :)Coffee-They have La Colombe coffee!! yay!Atmosphere - Cute coffee shop & bakery.  It is perfect for studying, relaxing, or just to meet up with a friend.Customer Service - The staff were all really friendly.Transportation - Short walk from the Damen brown line.I'll be back for the croissants!! :)",1,0,1,0,"['https://s3-media2.fl.yelpcdn.com/bphoto/YHz08KCWakW90gmoA-6ZeQ/168s.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/JYN1XNBJRnpYOUy6fSAMcg/168s.jpg']",[],not elite,https://www.yelp.com/user_details?userid=dbjE2GM2UzCiNFRj28TcTw,168,2433,278
Erin E.,9/10/2016,5,"Chicago, IL","this place is going to be the undoing of my weight loss. i'm not sure i could go on living without having a chocolate croissant *at least* once a week. hands down the best croissants i've had since paris. get there early if you want the full selection. herbed foccaccia was also fantastic, but be sure to eat it the day you buy it or it will get hard. macarons were tasty, but they're pretty much all the same to me. i can't wait to try the crepes and other baked goods!",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=8IJQs0GNLJNLiKMv-4yFPQ,115,61,213
Sarah Z.,8/29/2016,3,"Evanston, IL","Sometimes the food here is amazing and sometimes it's just not. The first time I ordered the Atlantic sandwich it was made perfectly with gorgeous and generous layers of salmon, eggs, greens with all of the layers level. Two more tries on different days and the sandwich was extremely mediocre with sparse filling, limp and wilted lettuce, random bits of egg flung about. That's the main problem here, inconsistency. I thought I had found my new sandwich haunt, but getting mediocre food 66.6% of the time has made me leery.The water available for guests is also rarely kept cool. I did like the breakfast croissants too, although they were prepared really inconsistently from one visit to another.Here's hoping they can up their quality control and workflow in a few months and we'll give it another try to see if it's improved.",0,2,4,0,[],[],not elite,https://www.yelp.com/user_details?userid=u8AElT_dtoqlPwNbVbZqWg,232,0,16
Craig B.,8/25/2016,4,"Chicago, IL","WE ARE LUCKY to live in times when Chicago is bursting at the seams with new and creative places to eat. LA BOULANGERIE is no exception. While the name (Bakery) is somewhat predictable, it only seems appropriate given the authentic food offerings. The crowd was at least half French speaking - possibly staff from the adjoining Lycee Francais School.  We went to this new - barely open for a month - location. Street parking on a side street was easy. It's a pretty and bright place in a newish office building.     THE GOOD: The menu selections and quality of the pastries and sandwiches felt very authentic and are deliciously displayed. Both sandwiches and pastries we tried were meticulously prepared bringing back memories of youthful years in France - like walking into an updated mini version of Paris' renowned Le Drugstore of yesteryear. They do not take shortcuts to achieve high marks for both authenticity and quality.     THE NOT QUITE READY FOR PRIME TIME: Well, while faced with a long waiting line during prime lunch hour, the line moved rather swiftly towards the cashier. However, the tracking of orders was a mess as we observed about eight of ten orders only reaching their final table necessitating several 'inquiry' stops. Likewise, there is no signage to find the bathrooms - shared across the corridor with the office building - and, once found, one is prompted to go back to ask for the code to the lock.CB",0,1,0,1,[],[],not elite,https://www.yelp.com/user_details?userid=9y5tg1eRxzyFWSvaDY2RZQ,0,0,54
Kristen F.,8/13/2016,5,"Chicago, IL",Excellent croissants and coffee! I really enjoyed the almond croissant. I will definitely be coming back soon!,0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=YAgEsV-uRcExfMwaYxPdCw,5,1,5
Lori S.,8/6/2016,5,"Chicago, IL","Mixed review: I (along with all of the Francophiles & sweets lovers in Lincoln Square) have been waiting since the ""coming soon"" sign went up for the opening. Finally today I had some time to go. I knew in advance that I wanted a pain au chocolat, which is what I ordered. The chocolate was tasty, but the ""pain"" (croissant part of the pastry) was two thumbs down. It looked perfect, had a price tag that said, ""I will be nothing but perfection"", which I did not mind because I knew that it would be just as it is in France...but sadly was not. No crunch or flake. I ate the chocolate and put the pain, painfully, in the bin.Then why the 5 étoiles? The baguette. The baguette. It's somehow so hard, outside of Europe, to find a great baguette. I've heard that it's something about the water - who knows. En tout cas, La Boulangerie has either imported the water for their baguette or made the Chicago water its slave because their baguette is everything that baguette dreams are made of and more... For every disappointing baguette that we've all bought at Trader Joe's, Mariano's, Whole Foods and even the slew of specialty bakeries across Chicago - we have earned La Boulangerie's baguette perfection...(notable exception: the baguette at Sofitel's Café des Architectes which I believe is courtesy of La Fournette). So: welcome to Lincoln Square - I'll see you every time I am looking for perfection in bread.",0,1,4,2,[],[],not elite,https://www.yelp.com/user_details?userid=jHO207WK1tA_WC-NeQTsxg,4,16,31
Jeff T.,8/5/2016,5,"Chicago, IL","What a great addition to this neighborhood!  I stopped in to pick up some pastries and ended up ordering a savory crepe to eat there for dinner....it was delicious!  The service was great...they were helpful in explaining their various pastries. I left with a box of macaroons and a bacon and cheese baguette yes, I said BACON!  I'll definitely be back!",0,1,0,1,[],[],not elite,https://www.yelp.com/user_details?userid=GD2HUCFJYzMyA_8sfQvnKA,13,0,5
